barcode,old_name,new_name,old_price,new_price,old_category,new_category
8710449001880.0,"Aviko Steak Fries elősütött és gyorsfagyasztott, extra vastag hasábburgonya 750 g","Aviko Steak Fries elősütött és gyorsfagyasztott, extra vastag hasábburgonya, 750 g",1499.0,1559.0,koret-130,voros-bor-191
8711000336342.0,Pickwick Herbal Goodness kamilla tea 20 filter 30 g,Pickwick kamilla tea 20 filter 30 g,789.0,929.0,gyogyteak-289,szensavmentes-uditoitalok-140
8711000349090.0,Pickwick Fruit Fusion gyümölcstea citrom- és narancshéjjal és bodzavirággal ízesítve 20 filter 40 g,"Pickwick Fruit Fusion gyümölcstea citromhéjjal, narancshéjjal, bodzavirággal ízesítve 20 filter 40 g",789.0,919.0,gyumolcsteak-288,izesitett-viz-139
8711000454145.0,"Jacobs Milka azonnal oldódó kávé- és kakaóitalpor 8 x 18,5 g (126,4 g)","Jacobs Milka csokoládéízű azonnal oldódó kávé- és kakaóitalpor 8 x 15,8 g (126,4 g)",1349.0,1469.0,instant-kave-285,vizek-uditok-136
8711000895917.0,Pickwick mandarinízű zöld tea narancshéjjal 20 filter 30 g,Pickwick Orange & Mandarin Green Tea 20 Tea Bags 30 g,789.0,919.0,zoldtea-287,asvanyviz-138
8711327373105.0,Ben&Jerry's Poharas Jégkrém Cookie Dough 465 ml,"Ben & Jerry's Cookie Dough vanília ízű jégkrém csokoládés sütemény darabokkal, 465 ml",3999.0,4239.0,jegkremek-132,gyumolcsbor-193
8711327608207.0,MAGNUM Multipack Jégkrém Classic 6 x 55 ml,Magnum Multipack Jégkrém Klasszik 6 x 55 ml,2499.0,2704.0,jegkremek-132,gyumolcsbor-193
8711327616066.0,CARTE D'OR Jégkrém Földimogyoróvaj-Banán ízű vegan 825 ml,Carte d'Or Jégkrém Földimogyoró-Banán ízű vegan 825 ml,2499.0,2755.0,jegkremek-132,muzli-granola-72
8711327616332.0,CARTE D'OR Brownie jégkrém 825 ml,Carte d'Or Jégkrém Brownie 825 ml,2499.0,2755.0,jegkremek-132,gyumolcsbor-193
9002100023874.0,Nestlé Nesquik szirup zsírszegény kakaóporral 403 g,Nestlé Nesquik szirup zsírszegény kakaóporral 300 ml,2399.0,2599.0,kremek-81,sportital-145
9002221014720.0,Milford Sweet Cherry cseresznye ízű gyümölcstea 20 filter 40 g,"Milford Sweet Cherry cseresznye ízű gyümölcstea, 40 g, 20 db",899.0,964.0,gyumolcsteak-288,izesitett-viz-139
9002600273700.0,"Shan'shi pikáns wok szósz szójaszósszal, fokhagymával és gyömbérrel 150 ml",Shan'shi wok szósz és marinád 150 ml,1279.0,1359.0,etelszosz-martas-164,bebietelek-221
9002600283808.0,Shan'shi tormakrém wasabival 43 g,Shan'shi csípős tormakrém wasabival 43 g,1439.0,1525.0,etelszosz-martas-164,bebietelek-221
9002975472524.0,Haribo Quaxi gyümölcsízű gumicukor habcukorral 200 g,Haribo Quaxi gyümölcsízű gumicukorka habosított gumicukorka réteggel 200 g,799.0,849.0,gumicukor-110,palinka-180
9002975472814.0,Haribo Quaxi gyümölcsízű gumicukorka 100 g,Haribo Quaxi gyümölcsízű gumicukorka habosított gumicukorka réteggel 100 g,499.0,564.0,gumicukor-110,palinka-180
9008700184649.0,"Rauch MyTea Zero Lemon cukormentes ice tea citromos üdítőital fekete teából, édesítőszerekkel 1,5 l","Rauch MyTea Zero cukormentes ice tea citromos üdítőital fekete teából, édesítőszerekkel 1,5 l",679.0,784.0,icetea-143,energiaszeletek-73
9008700184663.0,"Rauch MyTea Zero Peach cukormentes ice tea őszibarackos üdítőital fekete teából édesítőszerrel 1,5 l","Rauch MyTea Zero cukormentes ice tea őszibarackos üdítőital fekete teából édesítőszerrel 1,5 l",679.0,784.0,icetea-143,energiaszeletek-73
9120003413520.0,Tante Fanny friss levelestészta tönkölybúzalisztből 270 g,"Tante Fanny friss leveles tészta tönkölybúzalisztből, sütőpapírra feltekerve, sütésre kész 270 g",999.0,1079.0,friss-leveles-teszta-retesteszta-pizzateszta-93,paradicsompure-pesto-egyeb-olasz-szoszok-154
9120003415715.0,Tante Fanny friss pizzatészta extraszűz olívaolajjal 400 g,Tante Fanny friss pizzatészta extra szűz olívaolajjal 400 g,1199.0,1295.0,friss-leveles-teszta-retesteszta-pizzateszta-93,paradicsompure-pesto-egyeb-olasz-szoszok-154
9120003418273.0,Tante Fanny friss teljes kiőrlésű leveles tészta 280 g,Tante Fanny friss leveles tészta teljes kiőrlésű búzaliszttel 280 g,959.0,994.0,friss-leveles-teszta-retesteszta-pizzateszta-93,paradicsompure-pesto-egyeb-olasz-szoszok-154
