key,base_unit,base_price_diff_b_minus_a,base_price_pct_b_minus_a,Spar_product_name,Tesco_product_name,Spar_barcode,Tesco_barcode,Spar_unit_price,Tesco_unit_price,Spar_unit_type,Tesco_unit_type,Spar_unit_step,Tesco_unit_step,Spar_base_price,Tesco_base_price,Spar_categories,Tesco_categories
"7622201760182|győri édes omlós, mézes keksz teljes kiőrlésű búzaliszttel 150 g",kg,200.0,7.16,"Győri Édes omlós, mézes keksz teljes kiőrlésű búzaliszttel 150 g","Győri Édes omlós, mézes keksz teljes kiőrlésű búzaliszttel 150 g",7622201760182,07622201760182,419.0,449.0,g,g,150.0,150.0,2793.333,2993.333,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Egyéb édes kekszek"
"7622201760205|győri édes omlós, kakaós keksz teljes kiőrlésű búzaliszttel 150 g",kg,200.0,7.16,"Győri Édes omlós, kakaós keksz teljes kiőrlésű búzaliszttel 150 g","Győri Édes omlós, kakaós keksz teljes kiőrlésű búzaliszttel 150 g",7622201760205,07622201760205,419.0,449.0,g,g,150.0,150.0,2793.333,2993.333,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Egyéb édes kekszek"
"7622201760229|győri édes omlós, mézes keksz 150 g",kg,200.0,7.16,"Győri Édes omlós, mézes keksz 150 g","Győri Édes omlós, mézes keksz 150 g",7622201760229,07622201760229,419.0,449.0,g,g,150.0,150.0,2793.333,2993.333,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Egyéb édes kekszek"
"7622201760243|győri édes kókuszos, mézes, omlós keksz 150 g",kg,200.0,7.16,"Győri Édes kókuszos, mézes, omlós keksz 150 g","Győri Édes kókuszos, mézes, omlós keksz 150 g",7622201760243,07622201760243,419.0,449.0,g,g,150.0,150.0,2793.333,2993.333,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Egyéb édes kekszek"
"7622201760267|győri édes kakaós, omlós keksz 150 g",kg,200.0,7.16,"Győri Édes kakaós, omlós keksz 150 g","Győri Édes kakaós, omlós keksz 150 g",7622201760267,07622201760267,419.0,449.0,g,g,150.0,150.0,2793.333,2993.333,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Egyéb édes kekszek"
7622201777326|sport kapucíner étcsokoládéval bevont szelet kávés töltelékkel és tejszínízű töltelékkel 31 g,kg,-483.871,-5.682,Sport Kapucíner étcsokoládéval bevont szelet kávés töltelékkel és tejszínízű töltelékkel 31 g,Sport Kapucíner étcsokoládéval bevont szelet kávés töltelékkel és tejszínízű töltelékkel 31 g,7622201777326,07622201777326,264.0,249.0,g,g,31.0,31.0,8516.129,8032.258,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Étcsokoládészeletek
7622202010019|7days double max croissant vaníliaízű töltelékekkel és meggyes töltelékekkel 80 g,kg,-500.0,-10.554,7DAYS Double Max croissant vaníliaízű töltelékekkel és meggyes töltelékekkel 80 g,7DAYS Double Max croissant vaníliaízű töltelékekkel és meggyes töltelékekkel 80 g,7622202010019,07622202010019,379.0,339.0,g,g,80.0,80.0,4737.5,4237.5,edes-pekaru-82,Pékáru|Tartós pékáru|Édes pékáru|Édes pékáru
7622202031298|sport fehér csokoládéval mártott rumos ízű kakaós szelet 31 g,kg,-322.581,-4.785,Sport fehér csokoládéval mártott rumos ízű kakaós szelet 31 g,Sport fehér csokoládéval mártott rumos ízű kakaós szelet 31 g,7622202031298,07622202031298,209.0,199.0,g,g,31.0,31.0,6741.935,6419.355,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek
7622202206245|milka bubbly cappucino táblás csokoládé 97 g,kg,-360.825,-4.768,MILKA BUBBLY CAPPUCINO TÁBLÁS CSOKOLÁDÉ 97 g,MILKA BUBBLY CAPPUCINO TÁBLÁS CSOKOLÁDÉ 97 g,7622202206245,07622202206245,734.0,699.0,g,g,97.0,97.0,7567.01,7206.186,csokolade-175,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Egyéb táblás tejcsokoládék
7622202206283|milka bubbly kókuszos táblás csokoládé 97 g,kg,-360.825,-4.768,MILKA bubbly kókuszos táblás csokoládé 97 g,MILKA bubbly kókuszos táblás csokoládé 97 g,7622202206283,07622202206283,734.0,699.0,g,g,97.0,97.0,7567.01,7206.186,csokolade-175,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Töltött táblás csokoládék
"7622202237744|győri édes zabfalatok tejcsokoládéval talpán mártott, zabpelyhes, omlós keksz 215 g",kg,23.256,0.7,"Győri Édes Zabfalatok tejcsokoládéval talpán mártott, zabpelyhes, omlós keksz 215 g","Győri Édes Zabfalatok tejcsokoládéval talpán mártott, zabpelyhes, omlós keksz 215 g",7622202237744,07622202237744,714.0,719.0,g,g,215.0,215.0,3320.93,3344.186,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Egyéb édes kekszek"
"7622202237829|győri édes zabfalatok zabpelyhes, omlós keksz 188 g",kg,159.574,7.16,"Győri Édes Zabfalatok zabpelyhes, omlós keksz 188 g","Győri Édes Zabfalatok zabpelyhes, omlós keksz 188 g",7622202237829,07622202237829,419.0,449.0,g,g,188.0,188.0,2228.723,2388.298,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Egyéb édes kekszek"
"7622202238024|győri édes zabfalatok fahéjas, zabpelyhes, omlós keksz 188 g",kg,558.511,14.706,"Győri Édes Zabfalatok fahéjas, zabpelyhes, omlós keksz 188 g","Győri Édes Zabfalatok fahéjas, zabpelyhes, omlós keksz 188 g",7622202238024,07622202238024,714.0,819.0,g,g,188.0,188.0,3797.872,4356.383,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Egyéb édes kekszek"
7622202244186|7days croissant sárgabarackos töltelékkel 60 g,kg,-583.333,-10.802,7DAYS croissant sárgabarackos töltelékkel 60 g,7DAYS croissant sárgabarackos töltelékkel 60 g,7622202244186,07622202244186,324.0,289.0,g,g,60.0,60.0,5400.0,4816.667,edes-pekaru-82,Pékáru|Tartós pékáru|Édes pékáru|Édes pékáru
7622202251597|milka choco croissant alpesi tej felhasználásával készült tejcsokoládés töltelékkel 50 g,kg,200.0,2.062,Milka Choco croissant alpesi tej felhasználásával készült tejcsokoládés töltelékkel 50 g,Milka Choco croissant alpesi tej felhasználásával készült tejcsokoládés töltelékkel 50 g,7622202251597,07622202251597,485.0,495.0,g,g,50.0,50.0,9700.0,9900.0,sutemeny-178,Pékáru|Tartós pékáru|Édes pékáru|Édes pékáru
7622202253058|milka choco croissant vaníliaízű töltelékkel 50 g,kg,200.0,2.062,Milka Choco croissant vaníliaízű töltelékkel 50 g,Milka Choco croissant vaníliaízű töltelékkel 50 g,7622202253058,07622202253058,485.0,495.0,g,g,50.0,50.0,9700.0,9900.0,sutemeny-178,Pékáru|Tartós pékáru|Édes pékáru|Édes pékáru
7622202257124|milka alpesi tej felhasználásával készült tejcsokoládé 90 g,kg,-388.889,-4.768,Milka alpesi tej felhasználásával készült tejcsokoládé 90 g,Milka alpesi tej felhasználásával készült tejcsokoládé 90 g,7622202257124,07622202257124,734.0,699.0,g,g,90.0,90.0,8155.556,7766.667,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Egyéb táblás tejcsokoládék
7622202257599|milka alpesi tej felhasználásával készült tejcsokoládé egész mogyoróval 95 g,kg,-63.158,-0.784,Milka alpesi tej felhasználásával készült tejcsokoládé egész mogyoróval 95 g,Milka alpesi tej felhasználásával készült tejcsokoládé egész mogyoróval 95 g,7622202257599,07622202257599,765.0,759.0,g,g,95.0,95.0,8052.632,7989.474,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Mogyorós tejcsokoládék
7622202257803|milka alpesi tej felhasználásával készült tejcsokoládé fehér csokoládéval 90 g,kg,-388.889,-4.768,Milka alpesi tej felhasználásával készült tejcsokoládé fehér csokoládéval 90 g,Milka alpesi tej felhasználásával készült tejcsokoládé fehér csokoládéval 90 g,7622202257803,07622202257803,734.0,699.0,g,g,90.0,90.0,8155.556,7766.667,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Mogyorós tejcsokoládék
7622202258077|milka mmmax alpesi tej felhasználásával készült tejcsokoládé egész mogyoróval 250 g,kg,740.0,7.104,Milka Mmmax alpesi tej felhasználásával készült tejcsokoládé egész mogyoróval 250 g,Milka Mmmax alpesi tej felhasználásával készült tejcsokoládé egész mogyoróval 250 g,7622202258077,07622202258077,2604.0,2789.0,g,g,250.0,250.0,10416.0,11156.0,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Mogyorós tejcsokoládék
7622202258091|milka alpesi tej felhasználásával készült tejcsokoládé 250 g,kg,-400.0,-4.764,Milka alpesi tej felhasználásával készült tejcsokoládé 250 g,Milka alpesi tej felhasználásával készült tejcsokoládé 250 g,7622202258091,07622202258091,2099.0,1999.0,g,g,250.0,250.0,8396.0,7996.0,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Mogyorós tejcsokoládék
7622202265648|milka fehér csokoládé 90 g,kg,-388.889,-4.768,Milka fehér csokoládé 90 g,Milka fehér csokoládé 90 g,7622202265648,07622202265648,734.0,699.0,g,g,90.0,90.0,8155.556,7766.667,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Egyéb táblás tejcsokoládék
7622202267406|7days oreo vanília krémes és kekszes croissant 60 g,kg,-583.333,-10.802,7DAYS Oreo vanília krémes és kekszes croissant 60 g,7DAYS Oreo vanília krémes és kekszes croissant 60 g,7622202267406,07622202267406,324.0,289.0,g,g,60.0,60.0,5400.0,4816.667,edes-pekaru-82,Pékáru|Tartós pékáru|Édes pékáru|Édes pékáru
"7622202287923|milka nussini ostya mogyorós töltelékkel, mogyoródarabokkal és tejcsokoládéval bevonva 31,5 g",kg,634.921,9.569,"Milka Nussini ostya mogyorós töltelékkel, mogyoródarabokkal és tejcsokoládéval bevonva 31,5 g","Milka Nussini ostya mogyorós töltelékkel, mogyoródarabokkal és tejcsokoládéval bevonva 31,5 g",7622202287923,07622202287923,209.0,229.0,g,g,31.5,31.5,6634.921,7269.841,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Ostyaszeletek
7622202295133|alpesi tej felhasználásával készült tejcsokoládé karamellizált kekszdarabkákkal 90g,kg,-388.889,-4.768,Alpesi tej felhasználásával készült tejcsokoládé karamellizált kekszdarabkákkal 90g,Alpesi tej felhasználásával készült tejcsokoládé karamellizált kekszdarabkákkal 90g,7622202295133,07622202295133,734.0,699.0,g,g,90.0,90.0,8155.556,7766.667,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek
7622202323102|milka alpesi tej felhasználásával készült tejcsokoládé 45 g,kg,222.222,2.387,Milka alpesi tej felhasználásával készült tejcsokoládé 45 g,Milka alpesi tej felhasználásával készült tejcsokoládé 45 g,7622202323102,07622202323102,419.0,429.0,g,g,45.0,45.0,9311.111,9533.333,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek
7622202328961|milka alpesi tej felhasználásával készült tejcsokoládé törtmogyoróval 45 g,kg,222.222,2.387,Milka alpesi tej felhasználásával készült tejcsokoládé törtmogyoróval 45 g,Milka alpesi tej felhasználásával készült tejcsokoládé törtmogyoróval 45 g,7622202328961,07622202328961,419.0,429.0,g,g,45.0,45.0,9311.111,9533.333,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek
7622202340314|7days kakaós croissant 200 g,kg,-400.0,-7.414,7DAYS KAKAÓS CROISSANT 200 g,7DAYS KAKAÓS CROISSANT 200 g,7622202340314,07622202340314,1079.0,999.0,g,g,200.0,200.0,5395.0,4995.0,desszert-bonbon-177,Pékáru|Tartós pékáru|Édes pékáru|Édes pékáru
7622202346354|milka tuc alpesi tej felhasználásával készült tejcsokoládé sós krékerrel 35 g,kg,285.714,2.387,Milka Tuc alpesi tej felhasználásával készült tejcsokoládé sós krékerrel 35 g,Milka Tuc alpesi tej felhasználásával készült tejcsokoládé sós krékerrel 35 g,7622202346354,07622202346354,419.0,429.0,g,g,35.0,35.0,11971.429,12257.143,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek
7622202346491|milka lu alpesi tej felhasználásával készült tejcsokoládé ropogós keksszel 35 g,kg,285.714,2.387,Milka LU alpesi tej felhasználásával készült tejcsokoládé ropogós keksszel 35 g,Milka LU alpesi tej felhasználásával készült tejcsokoládé ropogós keksszel 35 g,7622202346491,07622202346491,419.0,429.0,g,g,35.0,35.0,11971.429,12257.143,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek
7622202378867|7days mogyoró croissant 80 g,kg,-500.0,-10.554,7DAYS mogyoró croissant 80 g,7DAYS mogyoró croissant 80 g,7622202378867,07622202378867,379.0,339.0,g,g,80.0,80.0,4737.5,4237.5,edes-pekaru-82,Pékáru|Tartós pékáru|Édes pékáru|Édes pékáru
"7622202394485|győri édes zabfalatok almás, zabpelyhes, omlós keksz 44 g",kg,113.636,2.083,"Győri Édes Zabfalatok almás, zabpelyhes, omlós keksz 44 g","Győri Édes Zabfalatok almás, zabpelyhes, omlós keksz 44 g",7622202394485,07622202394485,240.0,245.0,g,g,44.0,44.0,5454.545,5568.182,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Egyéb édes kekszek"
7622210007469|milka alpesi tejcsokoládé ropogós keksszel 87 g,kg,-402.299,-4.768,Milka alpesi tejcsokoládé ropogós keksszel 87 g,Milka alpesi tejcsokoládé ropogós keksszel 87 g,7622210007469,07622210007469,734.0,699.0,g,g,87.0,87.0,8436.782,8034.483,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Egyéb táblás tejcsokoládék
7622210007476|milka tuc alpesi tejcsokoládé sós krékerrel 87 g,kg,-402.299,-4.768,Milka Tuc alpesi tejcsokoládé sós krékerrel 87 g,Milka Tuc alpesi tejcsokoládé sós krékerrel 87 g,7622210007476,07622210007476,734.0,699.0,g,g,87.0,87.0,8436.782,8034.483,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Egyéb táblás tejcsokoládék
"7622210018922|oreo original vaníliaízű töltött keksz, vegetáriánusok is fogyaszthatják, 14 db keksz 154 g",kg,-227.273,-4.768,"OREO Original Vaníliaízű Töltött Keksz, vegetáriánusok is fogyaszthatják, 14 db keksz 154 g","OREO Original Vaníliaízű Töltött Keksz, vegetáriánusok is fogyaszthatják, 14 db keksz 154 g",7622210018922,07622210018922,734.0,699.0,g,g,154.0,154.0,4766.234,4538.961,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények"
7622210078988|győri pilóta kakaós krémmel töltött omlós keksz 180 g,kg,-250.0,-4.818,Győri Pilóta kakaós krémmel töltött omlós keksz 180 g,Győri Pilóta kakaós krémmel töltött omlós keksz 180 g,7622210078988,07622210078988,934.0,889.0,g,g,180.0,180.0,5188.889,4938.889,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Töltött kekszek"
7622210078995|győri pilóta tripla kakaós krémmel töltött kakaós keksz 180 g,kg,-250.0,-4.818,Győri Pilóta tripla kakaós krémmel töltött kakaós keksz 180 g,Győri Pilóta tripla kakaós krémmel töltött kakaós keksz 180 g,7622210078995,07622210078995,934.0,889.0,g,g,180.0,180.0,5188.889,4938.889,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Töltött kekszek"
7622210079008|győri pilóta vaníliás ízű karika 300 g,kg,-50.0,-0.841,Győri Pilóta vaníliás ízű karika 300 g,Győri Pilóta vaníliás ízű karika 300 g,7622210079008,07622210079008,1784.0,1769.0,g,g,300.0,300.0,5946.667,5896.667,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Mártott kekszek"
7622210079077|győri pilóta vaníliás ízű karika 150 g,kg,-300.0,-4.818,Győri Pilóta vaníliás ízű karika 150 g,Győri Pilóta vaníliás ízű karika 150 g,7622210079077,07622210079077,934.0,889.0,g,g,150.0,150.0,6226.667,5926.667,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Mártott kekszek"
7622210079091|győri pilóta vaníliás ízű karika kakaós tejbevonómasszával 150 g,kg,-300.0,-4.818,Győri Pilóta vaníliás ízű karika kakaós tejbevonómasszával 150 g,Győri Pilóta vaníliás ízű karika kakaós tejbevonómasszával 150 g,7622210079091,07622210079091,934.0,889.0,g,g,150.0,150.0,6226.667,5926.667,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Mártott kekszek"
7622210085283|dörmi puha piskóta almás-epres töltelékkel 30 g,kg,-333.333,-5.917,Dörmi puha piskóta almás-epres töltelékkel 30 g,Dörmi puha piskóta almás-epres töltelékkel 30 g,7622210085283,07622210085283,169.0,159.0,g,g,30.0,30.0,5633.333,5300.0,piskota-181,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Kekszek gyerekeknek"
7622210137234|oreo double creme vanília ízű töltelékkel töltött kakaós keksz 170 g,kg,-235.294,-4.944,Oreo Double Creme vanília ízű töltelékkel töltött kakaós keksz 170 g,Oreo Double Creme vanília ízű töltelékkel töltött kakaós keksz 170 g,7622210137234,07622210137234,809.0,769.0,g,g,170.0,170.0,4758.824,4523.529,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények"
7622210137258|oreo double creme vanília ízű töltelékkel töltött kakaós keksz 157 g,kg,-222.93,-4.768,Oreo Double Creme vanília ízű töltelékkel töltött kakaós keksz 157 g,Oreo Double Creme vanília ízű töltelékkel töltött kakaós keksz 157 g,7622210137258,07622210137258,734.0,699.0,g,g,157.0,157.0,4675.159,4452.229,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények"
7622210145390|sport étcsokoládéval mártott rumos ízű kakaós szelet 31 g,kg,-322.581,-4.785,Sport étcsokoládéval mártott rumos ízű kakaós szelet 31 g,Sport étcsokoládéval mártott rumos ízű kakaós szelet 31 g,7622210145390,07622210145390,209.0,199.0,g,g,31.0,31.0,6741.935,6419.355,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Étcsokoládészeletek
7622210145406|sport xl étcsokoládéval mártott rumos ízű kakaós szelet 42 g,kg,-357.143,-5.682,Sport XL étcsokoládéval mártott rumos ízű kakaós szelet 42 g,Sport XL étcsokoládéval mártott rumos ízű kakaós szelet 42 g,7622210145406,07622210145406,264.0,249.0,g,g,42.0,42.0,6285.714,5928.571,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Étcsokoládészeletek
7622210145413|sport xxl tejcsokoládéval mártott rumos ízű kakaós szelet 51 g,kg,-294.118,-4.777,Sport XXL tejcsokoládéval mártott rumos ízű kakaós szelet 51 g,Sport XXL tejcsokoládéval mártott rumos ízű kakaós szelet 51 g,7622210145413,07622210145413,314.0,299.0,g,g,51.0,51.0,6156.863,5862.745,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek
7622210180278|győri korpovit ropogós keksz teljes kiőrlésű gabonával 174 g,kg,-804.598,-23.372,Győri Korpovit ropogós keksz teljes kiőrlésű gabonával 174 g,Győri Korpovit ropogós keksz teljes kiőrlésű gabonával 174 g,7622210180278,07622210180278,599.0,459.0,g,g,174.0,174.0,3442.529,2637.931,cukormentes-78,"Speciális|Kétszersültek, rágcsálnivalók, szeletek|Rágcsálnivalók|Rágcsálnivalók"
"7622210194961|belvita mogyorós és mézes, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",kg,100.0,2.383,"Belvita mogyorós és mézes, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)","Belvita mogyorós és mézes, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",7622210194961,07622210194961,1259.0,1289.0,g,g,300.0,300.0,4196.667,4296.667,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények"
"7622210248671|milka mmmax alpesi tejcsokoládé meggyes zselédarabkákkal, cukordrazséval és robbanócukorkával 250 g",kg,-400.0,-4.764,"Milka Mmmax alpesi tejcsokoládé meggyes zselédarabkákkal, cukordrazséval és robbanócukorkával 250 g","Milka Mmmax alpesi tejcsokoládé meggyes zselédarabkákkal, cukordrazséval és robbanócukorkával 250 g",7622210248671,07622210248671,2099.0,1999.0,g,g,250.0,250.0,8396.0,7996.0,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Töltött táblás csokoládék
"7622210346735|belvita erdei gyümölcsös, gabonás keksz 6 x 50 g (300 g)",kg,100.0,2.383,"Belvita erdei gyümölcsös, gabonás keksz 6 x 50 g (300 g)","Belvita erdei gyümölcsös, gabonás keksz 6 x 50 g (300 g)",7622210346735,07622210346735,1259.0,1289.0,g,g,300.0,300.0,4196.667,4296.667,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények"
7622210349675|milka alpesi tej felhasználásával készült tejcsokoládé karamellás töltelékkel 100 g,kg,-350.0,-4.768,Milka alpesi tej felhasználásával készült tejcsokoládé karamellás töltelékkel 100 g,Milka alpesi tej felhasználásával készült tejcsokoládé karamellás töltelékkel 100 g,7622210349675,07622210349675,734.0,699.0,g,g,100.0,100.0,7340.0,6990.0,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Töltött táblás csokoládék
7622210369918|milka bubbly alpesi tejcsokoládé levegőbuborékos tejcsokoládé töltelékkel 90 g,kg,-388.889,-4.768,Milka Bubbly alpesi tejcsokoládé levegőbuborékos tejcsokoládé töltelékkel 90 g,Milka Bubbly alpesi tejcsokoládé levegőbuborékos tejcsokoládé töltelékkel 90 g,7622210369918,07622210369918,734.0,699.0,g,g,90.0,90.0,8155.556,7766.667,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Töltött táblás csokoládék
7622210369925|milka bubbly white alpesi tejcsokoládé levegőbuborékos fehércsokoládé töltelékkel 95 g,kg,-368.421,-4.768,Milka Bubbly White alpesi tejcsokoládé levegőbuborékos fehércsokoládé töltelékkel 95 g,Milka Bubbly White alpesi tejcsokoládé levegőbuborékos fehércsokoládé töltelékkel 95 g,7622210369925,07622210369925,734.0,699.0,g,g,95.0,95.0,7726.316,7357.895,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Töltött táblás csokoládék
"7622210411679|oreo original klasszikus vaníliaízű töltött keksz, útközben is tökéletes, 4 db keksz 44 g",kg,113.636,1.969,"OREO Original Klasszikus Vaníliaízű Töltött Keksz, Útközben is tökéletes, 4 db keksz 44 g","OREO Original Klasszikus Vaníliaízű Töltött Keksz, Útközben is tökéletes, 4 db keksz 44 g",7622210411679,07622210411679,254.0,259.0,g,g,44.0,44.0,5772.727,5886.364,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények"
7622210413147|milka choc & choc alpesi tejcsokoládéval mártott puha piskóta kakaós töltelékkel 150 g,kg,-33.333,-0.457,Milka Choc & Choc alpesi tejcsokoládéval mártott puha piskóta kakaós töltelékkel 150 g,Milka Choc & Choc alpesi tejcsokoládéval mártott puha piskóta kakaós töltelékkel 150 g,7622210413147,07622210413147,1094.0,1089.0,g,g,150.0,150.0,7293.333,7260.0,tablas-csokoladek-176,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Piskóták|Piskóták"
7622210416407|3bit tejcsokoládéval bevont keksz szelet tejes töltelékkel 46 g,kg,-326.087,-4.777,3Bit tejcsokoládéval bevont keksz szelet tejes töltelékkel 46 g,3Bit tejcsokoládéval bevont keksz szelet tejes töltelékkel 46 g,7622210416407,07622210416407,314.0,299.0,g,g,46.0,46.0,6826.087,6500.0,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek
7622210594723|milka thank you alpesi tejcsokoládé praliné kakaós krémtöltelékkel 110 g,kg,263.636,2.248,Milka Thank You alpesi tejcsokoládé praliné kakaós krémtöltelékkel 110 g,Milka Thank You alpesi tejcsokoládé praliné kakaós krémtöltelékkel 110 g,7622210594723,07622210594723,1290.0,1319.0,g,g,110.0,110.0,11727.273,11990.909,csokolade-175,Alapvető élelmiszerek|Csokoládék|Desszert csokoládék|Desszert csokoládék
7622210597342|milka happy birthday alpesi tejcsokoládé praliné tejes krémtöltelékkel 20 db 110 g,kg,263.636,2.248,Milka Happy Birthday alpesi tejcsokoládé praliné tejes krémtöltelékkel 20 db 110 g,Milka Happy Birthday alpesi tejcsokoládé praliné tejes krémtöltelékkel 20 db 110 g,7622210597342,07622210597342,1290.0,1319.0,g,g,110.0,110.0,11727.273,11990.909,csokolade-175,Alapvető élelmiszerek|Csokoládék|Desszert csokoládék|Desszert csokoládék
7622210609830|milka mmmax földimogyorós-karamellás alpesi tejcsokoládé földimogyoró darabokkal és rizzsel 276 g,kg,507.246,6.67,Milka Mmmax földimogyorós-karamellás alpesi tejcsokoládé földimogyoró darabokkal és rizzsel 276 g,Milka Mmmax földimogyorós-karamellás alpesi tejcsokoládé földimogyoró darabokkal és rizzsel 276 g,7622210609830,07622210609830,2099.0,2239.0,g,g,276.0,276.0,7605.072,8112.319,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Töltött táblás csokoládék
7622210635785|milka közepén puha kakaós keksz alpesi tej felhasználásával készült tejcsokoládé darabokkal 156 g,kg,160.256,2.285,Milka közepén puha kakaós keksz alpesi tej felhasználásával készült tejcsokoládé darabokkal 156 g,Milka közepén puha kakaós keksz alpesi tej felhasználásával készült tejcsokoládé darabokkal 156 g,7622210635785,07622210635785,1094.0,1119.0,g,g,156.0,156.0,7012.821,7173.077,keksz-183,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények"
"7622210653215|milka alpesi tejcsokoládé sajttortaízű krémtöltelékkel, epres töltelékkel és keksszel 300 g",kg,-333.333,-4.764,"Milka alpesi tejcsokoládé sajttortaízű krémtöltelékkel, epres töltelékkel és keksszel 300 g","Milka alpesi tejcsokoládé sajttortaízű krémtöltelékkel, epres töltelékkel és keksszel 300 g",7622210653215,07622210653215,2099.0,1999.0,g,g,300.0,300.0,6996.667,6663.333,tablas-csokoladek-176,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Töltött táblás csokoládék
7622210669315|milka choco brownie sütemény alpesi tejcsokoládéval és tejcsokoládé darabokkal 6 db 150 g,kg,-33.333,-0.457,Milka Choco Brownie sütemény alpesi tejcsokoládéval és tejcsokoládé darabokkal 6 db 150 g,Milka Choco Brownie sütemény alpesi tejcsokoládéval és tejcsokoládé darabokkal 6 db 150 g,7622210669315,07622210669315,1094.0,1089.0,g,g,150.0,150.0,7293.333,7260.0,sutemeny-178,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Mártott kekszek"
