key,base_unit,base_price_diff_b_minus_a,base_price_pct_b_minus_a,Spar_product_name,Prima_product_name,Spar_barcode,Prima_barcode,Spar_unit_price,Prima_unit_price,Spar_unit_type,Prima_unit_type,Spar_unit_step,Prima_unit_step,Spar_base_price,Prima_base_price,Spar_categories,Prima_categories
3083680498012|bonduelle ecetes csemegeuborka 5-8 cm 680 g,kg,402.703,8.054,Bonduelle ecetes csemegeuborka 5-8 cm 680 g,Bonduelle ecetes csemegeuborka 5-8 cm 680 g,3083680498012,3083680498012,1850.0,1999.0,g,g,370.0,370.0,5000.0,5402.703,savanyusag-222,savanyusag-100
3083680538404|bonduelle zöldborsó 200 g,kg,353.846,8.696,Bonduelle zöldborsó 200 g,Bonduelle zöldborsó 200 g,3083680538404,3083680538404,529.0,575.0,g,g,130.0,130.0,4069.231,4423.077,zoldsegkonzerv-210,zoldseg-konzerv-99
3083680579698|bonduelle ecetes csemegeuborka 3-6 cm 550 g,kg,496.667,8.054,Bonduelle ecetes csemegeuborka 3-6 cm 550 g,Bonduelle ecetes csemegeuborka 3-6 cm 550 g,3083680579698,3083680579698,1850.0,1999.0,g,g,300.0,300.0,6166.667,6663.333,savanyusag-222,savanyusag-100
3083680599900|bonduelle gyorsfagyasztott zöldborsó 1000 g,kg,180.0,9.896,Bonduelle gyorsfagyasztott zöldborsó 1000 g,Bonduelle gyorsfagyasztott zöldborsó 1000 g,3083680599900,3083680599900,1819.0,1999.0,g,g,1000.0,1000.0,1819.0,1999.0,koret-195,fagyasztott-zoldseg-136
3083680719025|bonduelle szeletelt ecetes cékla 540 g,kg,380.0,9.62,Bonduelle szeletelt ecetes cékla 540 g,Bonduelle szeletelt ecetes cékla 540 g,3083680719025,3083680719025,1185.0,1299.0,g,g,300.0,300.0,3950.0,4330.0,savanyusag-222,savanyusag-100
3083680996082|bonduelle gold szuperédes morzsolt csemegekukorica 2 x 170 g (340 g),kg,517.857,12.565,Bonduelle Gold szuperédes morzsolt csemegekukorica 2 x 170 g (340 g),Bonduelle Gold szuperédes morzsolt csemegekukorica 2 x 170 g (340 g),3083680996082,3083680996082,1154.0,1299.0,g,g,280.0,280.0,4121.429,4639.286,zoldsegkonzerv-210,zoldseg-konzerv-99
3083681003963|bonduelle gőzben párolt lencse 310 g,kg,306.452,10.509,Bonduelle gőzben párolt lencse 310 g,Bonduelle gőzben párolt lencse 310 g,3083681003963,3083681003963,904.0,999.0,g,g,310.0,310.0,2916.129,3222.581,zoldsegkonzerv-210,zoldseg-konzerv-99
3083681024258|bonduelle gold szuperédes morzsolt kukorica 670 g,kg,298.246,11.896,Bonduelle Gold szuperédes morzsolt kukorica 670 g,Bonduelle Gold szuperédes morzsolt kukorica 670 g,3083681024258,3083681024258,1429.0,1599.0,g,g,570.0,570.0,2507.018,2805.263,zoldsegkonzerv-210,zoldseg-konzerv-99
3083681031157|bonduelle bon menu barbeque vörösbab barbeque mártásban 430 g,kg,127.907,5.826,Bonduelle Bon Menu Barbeque vörösbab barbeque mártásban 430 g,Bonduelle Bon Menu Barbeque vörösbab barbeque mártásban 430 g,3083681031157,3083681031157,944.0,999.0,g,g,430.0,430.0,2195.349,2323.256,zoldsegkonzerv-210,zoldseg-konzerv-99
3083681036800|bonduelle vapeur gyorsfagyasztott zöldborsó 400 g,kg,275.0,10.587,Bonduelle Vapeur gyorsfagyasztott zöldborsó 400 g,Bonduelle Vapeur gyorsfagyasztott zöldborsó 400 g,3083681036800,3083681036800,1039.0,1149.0,g,g,400.0,400.0,2597.5,2872.5,koret-195,fagyasztott-zoldseg-136
