key,stores_present,base_unit,min_store,max_store,min_base_price,max_base_price,diff,pct_diff,names_by_store,barcodes_by_store,unit_prices_by_store,unit_steps_by_store,categories_by_store
barilla fusilli apró durum száraztészta 1 kg,Prima;Spar;Tesco,kg,Tesco,Prima,949.0,2499.0,1550.0,163.33,Prima=Barilla Fusilli apró durum száraztészta 1 kg; Spar=Barilla Fusilli apró durum száraztészta 1 kg; Tesco=Barilla Fusilli apró durum száraztészta 1 kg,Prima=8076800105988; Spar=8076800105988; Tesco=08076800105988,Prima=2499.0; Spar=1499.0; Tesco=949.0,Prima=1000.0 g; Spar=1000.0 g; Tesco=1000.0 g,"Prima=koret-teszta-82; Spar=durum-teszta-155; Tesco=Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek|Durumtészták|Durumtészták"
barilla spaghetti szálas durum száraztészta 1000 g,Prima;Spar;Tesco,kg,Tesco,Prima,949.0,2499.0,1550.0,163.33,Prima=Barilla Spaghetti szálas durum száraztészta 1000 g; Spar=Barilla Spaghetti szálas durum száraztészta 1000 g; Tesco=Barilla Spaghetti szálas durum száraztészta 1000 g,Prima=8076800105056; Spar=8076800105056; Tesco=08076800105056,Prima=2499.0; Spar=1499.0; Tesco=949.0,Prima=1000.0 g; Spar=1000.0 g; Tesco=1000.0 g,"Prima=koret-teszta-82; Spar=durum-teszta-155; Tesco=Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek|Durumtészták|Durumtészták"
barilla penne rigate apró durum száraztészta 1 kg,Prima;Tesco,kg,Tesco,Prima,949.0,2499.0,1550.0,163.33,Prima=Barilla Penne Rigate apró durum száraztészta 1 kg; Tesco=Barilla Penne Rigate apró durum száraztészta 1 kg,Prima=8076800105735; Tesco=08076800105735,Prima=2499.0; Tesco=949.0,Prima=1000.0 g; Tesco=1000.0 g,"Prima=koret-teszta-82; Tesco=Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek|Durumtészták|Durumtészták"
bonduelle szeletelt ecetes cékla 540 g,Prima;Spar;Tesco,kg,Tesco,Prima,1648.148,4330.0,2681.852,162.719,Prima=Bonduelle szeletelt ecetes cékla 540 g; Spar=Bonduelle szeletelt ecetes cékla 540 g; Tesco=Bonduelle szeletelt ecetes cékla 540 g,Prima=3083680719025; Spar=3083680719025; Tesco=03083680719025,Prima=1299.0; Spar=1185.0; Tesco=890.0,Prima=300.0 g; Spar=300.0 g; Tesco=540.0 g,Prima=savanyusag-100; Spar=savanyusag-222; Tesco=Zöldség és gyümölcs|Zöldségek|Savanyúság|Egyéb savanyúság
rege csemegeuborka 6-9 cm 680 g,Prima;Tesco,kg,Tesco,Prima,1439.706,3608.333,2168.627,150.63,Prima=Rege csemegeuborka 6-9 cm 680 g; Tesco=Rege csemegeuborka 6-9 cm 680 g,Prima=5998094550301; Tesco=05998094550301,Prima=1299.0; Tesco=979.0,Prima=360.0 g; Tesco=680.0 g,Prima=savanyusag-100; Tesco=Zöldség és gyümölcs|Zöldségek|Savanyúság|Uborka
nádudvari gyorsfagyasztott rántott gomba 400 g,Prima;Tesco,kg,Tesco,Prima,2497.5,6247.5,3750.0,150.15,Prima=Nádudvari gyorsfagyasztott rántott gomba 400 g; Tesco=Nádudvari gyorsfagyasztott rántott gomba 400 g,Prima=5998202961685; Tesco=05998202961685,Prima=2499.0; Tesco=999.0,Prima=400.0 g; Tesco=400.0 g,"Prima=panirozott-termekek-135; Tesco=Mélyhűtött|Fagyasztott készételek és gombócok|Rántott zöldségek, rántott sajt|Rántott zöldségek, rántott sajt"
"kofa pepperóni paprika, csípős savanyúság 350 g",Spar;Tesco,kg,Tesco,Spar,2282.857,5593.333,3310.476,145.015,"Spar=Kofa pepperóni paprika, csípős savanyúság 350 g; Tesco=Kofa pepperóni paprika, csípős savanyúság 350 g",Spar=5999538090551; Tesco=05999538090551,Spar=839.0; Tesco=799.0,Spar=150.0 g; Tesco=350.0 g,Spar=savanyusag-222; Tesco=Zöldség és gyümölcs|Zöldségek|Savanyúság|Paprika
bonduelle vörösbab 800 g,Spar;Tesco,kg,Tesco,Spar,1186.25,2838.0,1651.75,139.241,Spar=Bonduelle vörösbab 800 g; Tesco=Bonduelle vörösbab 800 g,Spar=3083680510233; Tesco=03083680510233,Spar=1419.0; Tesco=949.0,Spar=500.0 g; Tesco=800.0 g,"Spar=zoldsegkonzerv-210; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Zöldségkonzervek|Bab"
bonduelle zöldborsó 800 g,Prima;Spar;Tesco,kg,Tesco,Prima,1186.25,2828.302,1642.052,138.424,Prima=Bonduelle zöldborsó 800 g; Spar=Bonduelle zöldborsó 800 g; Tesco=Bonduelle zöldborsó 800 g,Prima=3083680004275; Spar=3083680004275; Tesco=03083680004275,Prima=1499.0; Spar=1419.0; Tesco=949.0,Prima=530.0 g; Spar=530.0 g; Tesco=800.0 g,"Prima=zoldseg-konzerv-99; Spar=zoldsegkonzerv-210; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Zöldségkonzervek|Borsó"
bonduelle prémium mini egész csiperkegomba 280 g,Prima;Tesco,kg,Tesco,Prima,3210.714,7641.176,4430.462,137.99,Prima=Bonduelle Prémium mini egész csiperkegomba 280 g; Tesco=Bonduelle Prémium mini egész csiperkegomba 280 g,Prima=3083681010251; Tesco=03083681010251,Prima=1299.0; Tesco=899.0,Prima=170.0 g; Tesco=280.0 g,"Prima=zoldseg-konzerv-99; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Zöldségkonzervek|Gomba"
görögdinnye lédig,Prima;Tesco,kg,Tesco,Prima,379.0,899.0,520.0,137.203,Prima=Görögdinnye lédig; Tesco=Görögdinnye lédig,Prima=; Tesco=02862030000000,Prima=6293.0; Tesco=1137.0,Prima=7000.0 g; Tesco=3000.0 g,Prima=gyumolcs-38; Tesco=Zöldség és gyümölcs|Gyümölcsök|Dinnye|Dinnye
magyar tejföl 20%-os tejföl 140 g,Prima;Spar;Tesco,kg,Spar,Tesco,1421.429,3350.0,1928.571,135.678,Prima=Magyar Tejföl 20%-os tejföl 140 g; Spar=Magyar Tejföl 20%-os tejföl 140 g; Tesco=Magyar Tejföl 20%-os tejföl 140 g,Prima=5998200558276; Spar=5998200558276; Tesco=05998200558276,Prima=283.0; Spar=199.0; Tesco=469.0,Prima=140.0 g; Spar=140.0 g; Tesco=140.0 g,"Prima=tejfol-51; Spar=tejfol-103; Tesco=Tejtermék-tojás|Tejföl, kefír, tejszín|Tejföl|20% - 25% zsírtartalmú tejföl"
olívás paillasse 300 g,Prima;Spar,kg,Spar,Prima,1980.0,4663.333,2683.333,135.522,Prima=Olívás paillasse 300 g; Spar=Olívás paillasse 300 g,Prima=5998377308445; Spar=,Prima=1399.0; Spar=594.0,Prima=300.0 g; Spar=300.0 g,Prima=friss-pekaru-72; Spar=kenyerek-80
happy frucht fehérbab 400 g,Spar;Tesco,kg,Tesco,Spar,1097.5,2558.333,1460.833,133.106,Spar=Happy Frucht fehérbab 400 g; Tesco=Happy Frucht fehérbab 400 g,Spar=9001466305761; Tesco=09001466305761,Spar=614.0; Tesco=439.0,Spar=240.0 g; Tesco=400.0 g,"Spar=zoldsegkonzerv-210; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Zöldségkonzervek|Bab"
eva heringfilé növényi olajban 170 g,Prima;Spar;Tesco,kg,Tesco,Prima,4641.176,10774.51,6133.333,132.15,Prima=Eva heringfilé növényi olajban 170 g; Spar=Eva heringfilé növényi olajban 170 g; Tesco=Eva heringfilé növényi olajban 170 g,Prima=3850104043338; Spar=3850104043338; Tesco=03850104043338,Prima=1099.0; Spar=999.0; Tesco=789.0,Prima=102.0 g; Spar=102.0 g; Tesco=170.0 g,"Prima=hal-konzerv-102; Spar=halkonzerv-huskonzerv-melegszendvicskrem-212; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Halkonzervek, haltermékek|Hering"
"gillette series nyugtató hatású borotvazselé aloe verával, 200ml",Prima;Spar;Tesco,l,Tesco,Prima,6495.0,14995.0,8500.0,130.87,"Prima=Gillette Series Nyugtató Hatású Borotvazselé Aloe Verával, 200ml; Spar=Gillette Series Nyugtató Hatású Borotvazselé Aloe Verával, 200ml; Tesco=Gillette Series Nyugtató Hatású Borotvazselé Aloe Verával, 200ml",Prima=3014260214692; Spar=3014260214692; Tesco=03014260214692,Prima=2999.0; Spar=1574.0; Tesco=1299.0,Prima=200.0 ml; Spar=200.0 ml; Tesco=200.0 ml,"Prima=ferfi-kozmetikum-206; Spar=borotvahab-294; Tesco=Drogéria|Férfi borotválkozás|Borotvahabok, borotvazselék|Borotvahabok, borotvazselék"
rio mare tonhaldarab olívaolajban 3 x 80 g,Spar;Tesco,kg,Tesco,Spar,8745.833,20185.897,11440.064,130.806,Spar=Rio Mare tonhaldarab olívaolajban 3 x 80 g; Tesco=Rio Mare tonhaldarab olívaolajban 3 x 80 g,Spar=8004030344938; Tesco=08004030344938,Spar=3149.0; Tesco=2099.0,Spar=156.0 g; Tesco=240.0 g,"Spar=halkonzerv-huskonzerv-melegszendvicskrem-212; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Halkonzervek, haltermékek|Tonhal"
rege édes-savanyú uborka savanyúság 3-6 cm 680 g,Prima;Tesco,kg,Tesco,Prima,1763.235,4051.351,2288.116,129.768,Prima=Rege édes-savanyú uborka savanyúság 3-6 cm 680 g; Tesco=Rege édes-savanyú uborka savanyúság 3-6 cm 680 g,Prima=5998094551964; Tesco=05998094551964,Prima=1499.0; Tesco=1199.0,Prima=370.0 g; Tesco=680.0 g,Prima=savanyusag-100; Tesco=Zöldség és gyümölcs|Zöldségek|Savanyúság|Uborka
hamé darabos pirospaprikás sertésmájkrém 105 g,Prima;Spar,kg,Spar,Prima,2342.857,5380.952,3038.095,129.675,Prima=Hamé darabos pirospaprikás sertésmájkrém 105 g; Spar=Hamé darabos pirospaprikás sertésmájkrém 105 g,Prima=8594001691227; Spar=8594001691227,Prima=565.0; Spar=246.0,Prima=105.0 g; Spar=105.0 g,Prima=maj-huskonzerv-melegszendvicskrem-103; Spar=pastetomok-majasok-120
hamé parasztos sertésmájkrém 105 g,Prima;Spar;Tesco,kg,Spar,Prima,2342.857,5380.952,3038.095,129.675,Prima=Hamé parasztos sertésmájkrém 105 g; Spar=Hamé parasztos sertésmájkrém 105 g; Tesco=Hamé parasztos sertésmájkrém 105 g,Prima=8594001691210; Spar=8594001691210; Tesco=08594001691210,Prima=565.0; Spar=246.0; Tesco=255.0,Prima=105.0 g; Spar=105.0 g; Tesco=105.0 g,"Prima=maj-huskonzerv-melegszendvicskrem-103; Spar=pastetomok-majasok-120; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Májasok, melegszendvicskrémek és húskonzervek|Sertéshús májasok és konzervek"
hamé betyár ínyenc sertésmájkrém 105 g,Prima;Spar;Tesco,kg,Spar,Prima,2342.857,5380.952,3038.095,129.675,Prima=Hamé Betyár ínyenc sertésmájkrém 105 g; Spar=Hamé Betyár ínyenc sertésmájkrém 105 g; Tesco=Hamé Betyár ínyenc sertésmájkrém 105 g,Prima=8594001691203; Spar=8594001691203; Tesco=08594001691203,Prima=565.0; Spar=246.0; Tesco=255.0,Prima=105.0 g; Spar=105.0 g; Tesco=105.0 g,"Prima=maj-huskonzerv-melegszendvicskrem-103; Spar=pastetomok-majasok-120; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Májasok, melegszendvicskrémek és húskonzervek|Sertéshús májasok és konzervek"
rege uborkasaláta savanyúság hagymával 680 g,Prima;Spar;Tesco,kg,Tesco,Prima,1763.235,3997.143,2233.908,126.694,Prima=Rege uborkasaláta savanyúság hagymával 680 g; Spar=Rege uborkasaláta savanyúság hagymával 680 g; Tesco=Rege uborkasaláta savanyúság hagymával 680 g,Prima=5998094550547; Spar=5998094550547; Tesco=05998094550547,Prima=1399.0; Spar=1249.0; Tesco=1199.0,Prima=350.0 g; Spar=350.0 g; Tesco=680.0 g,Prima=savanyusag-100; Spar=savanyusag-222; Tesco=Zöldség és gyümölcs|Zöldségek|Savanyúság|Uborka
szarvasi mascarpone laktózmentes 250 g,Prima;Tesco,kg,Tesco,Prima,3196.0,7196.0,4000.0,125.156,Prima=Szarvasi Mascarpone laktózmentes 250 g; Tesco=Szarvasi Mascarpone laktózmentes 250 g,Prima=5998208927111; Tesco=05998208927111,Prima=1799.0; Tesco=799.0,Prima=250.0 g; Tesco=250.0 g,"Prima=laktozmentes-elelmiszer-34; Tesco=Speciális|Laktózmentes|Sajt, sajtkrém|Sajt"
ooops! sensitive kitchen towels 2 ply 2 rolls,Prima;Spar,db,Spar,Prima,314.0,699.0,385.0,122.611,Prima=Ooops! Sensitive Kitchen Towels 2 Ply 2 Rolls; Spar=Ooops! Sensitive Kitchen Towels 2 Ply 2 Rolls,Prima=5998648701098; Spar=5998648701098,Prima=699.0; Spar=314.0,Prima=1.0 db; Spar=1.0 db,Prima=papiraru-212; Spar=haztartasi-papirtorlo-271
rege enyhén kapros uborka savanyúság 5-8 cm 680 g,Prima;Spar;Tesco,kg,Tesco,Prima,1763.235,3886.111,2122.876,120.397,Prima=Rege enyhén kapros uborka savanyúság 5-8 cm 680 g; Spar=Rege enyhén kapros uborka savanyúság 5-8 cm 680 g; Tesco=Rege enyhén kapros uborka savanyúság 5-8 cm 680 g,Prima=5998094551766; Spar=5998094551766; Tesco=05998094551766,Prima=1399.0; Spar=1249.0; Tesco=1199.0,Prima=360.0 g; Spar=360.0 g; Tesco=680.0 g,Prima=savanyusag-100; Spar=savanyusag-222; Tesco=Zöldség és gyümölcs|Zöldségek|Savanyúság|Uborka
rege kovászos uborka természetes savanyítással 6-9 cm 680 g,Prima;Spar;Tesco,kg,Tesco,Prima,1763.235,3886.111,2122.876,120.397,Prima=Rege kovászos uborka természetes savanyítással 6-9 cm 680 g; Spar=Rege kovászos uborka természetes savanyítással 6-9 cm 680 g; Tesco=Rege kovászos uborka természetes savanyítással 6-9 cm 680 g,Prima=5998094552114; Spar=5998094552114; Tesco=05998094552114,Prima=1399.0; Spar=1249.0; Tesco=1199.0,Prima=360.0 g; Spar=360.0 g; Tesco=680.0 g,Prima=savanyusag-100; Spar=savanyusag-222; Tesco=Zöldség és gyümölcs|Zöldségek|Savanyúság|Uborka
premiko enyhén csípős ecetes almapaprika 680 g,Spar;Tesco,kg,Tesco,Spar,1175.0,2542.424,1367.424,116.377,Spar=Premiko enyhén csípős ecetes almapaprika 680 g; Tesco=Premiko enyhén csípős ecetes almapaprika 680 g,Spar=5998324180025; Tesco=05998324180025,Spar=839.0; Tesco=799.0,Spar=330.0 g; Tesco=680.0 g,Spar=savanyusag-222; Tesco=Zöldség és gyümölcs|Zöldségek|Savanyúság|Paprika
happy frucht vörös kidney bab 400 g,Spar;Tesco,kg,Tesco,Spar,1472.5,3183.333,1710.833,116.186,Spar=Happy Frucht vörös kidney bab 400 g; Tesco=Happy Frucht vörös kidney bab 400 g,Spar=9001466301558; Tesco=09001466301558,Spar=764.0; Tesco=589.0,Spar=240.0 g; Tesco=400.0 g,"Spar=zoldsegkonzerv-210; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Zöldségkonzervek|Bab"
happy frucht lencse 400 g,Spar;Tesco,kg,Tesco,Spar,972.5,2100.0,1127.5,115.938,Spar=Happy Frucht lencse 400 g; Tesco=Happy Frucht lencse 400 g,Spar=9001466305778; Tesco=09001466305778,Spar=504.0; Tesco=389.0,Spar=240.0 g; Tesco=400.0 g,"Spar=zoldsegkonzerv-210; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Zöldségkonzervek|Egyéb zöldségek"
rege édes-savanyú bébiuborka savanyúság 2-5 cm 510 g,Prima;Tesco,kg,Tesco,Prima,2350.98,4996.429,2645.448,112.525,Prima=Rege édes-savanyú bébiuborka savanyúság 2-5 cm 510 g; Tesco=Rege édes-savanyú bébiuborka savanyúság 2-5 cm 510 g,Prima=5998094550288; Tesco=05998094550288,Prima=1399.0; Tesco=1199.0,Prima=280.0 g; Tesco=510.0 g,Prima=savanyusag-100; Tesco=Zöldség és gyümölcs|Zöldségek|Savanyúság|Uborka
"pantene pro-v intensive repair sampon, pro-v formula+antioxidánsok, gyenge és sérült hajra, 250ml",Prima;Spar;Tesco,l,Tesco,Prima,3996.0,8396.0,4400.0,110.11,"Prima=Pantene Pro-V Intensive Repair sampon, Pro-V formula+antioxidánsok, gyenge és sérült hajra, 250ml; Spar=Pantene Pro-V Intensive Repair sampon, Pro-V formula+antioxidánsok, gyenge és sérült hajra, 250ml; Tesco=Pantene Pro-V Intensive Repair sampon, Pro-V formula+antioxidánsok, gyenge és sérült hajra, 250ml",Prima=5410076563456; Spar=5410076563456; Tesco=05410076563456,Prima=2099.0; Spar=1154.0; Tesco=999.0,Prima=250.0 ml; Spar=250.0 ml; Tesco=250.0 ml,Prima=hajapolas-202; Spar=hajsampon-301; Tesco=Drogéria|Hajápolás|Női samponok|Normál hajra
"head & shoulders classic clean korpásodás elleni sampon, 250ml",Prima;Spar;Tesco,l,Tesco,Prima,5596.0,11596.0,6000.0,107.219,"Prima=Head & Shoulders Classic Clean Korpásodás Elleni Sampon, 250ml; Spar=Head & Shoulders Classic Clean Korpásodás Elleni Sampon, 250ml; Tesco=Head & Shoulders Classic Clean Korpásodás Elleni Sampon, 250ml",Prima=8006540063330; Spar=8006540063330; Tesco=08006540063330,Prima=2899.0; Spar=1574.0; Tesco=1399.0,Prima=250.0 ml; Spar=250.0 ml; Tesco=250.0 ml,Prima=hajapolas-202; Spar=hajsampon-301; Tesco=Drogéria|Hajápolás|Női samponok|Korpásodás ellen
"head & shoulders citrus fresh korpásodás elleni sampon, 250ml",Prima;Spar;Tesco,l,Tesco,Prima,5596.0,11596.0,6000.0,107.219,"Prima=Head & Shoulders Citrus Fresh  Korpásodás Elleni Sampon, 250ml; Spar=Head & Shoulders Citrus Fresh  Korpásodás Elleni Sampon, 250ml; Tesco=Head & Shoulders Citrus Fresh Korpásodás Elleni Sampon, 250ml",Prima=8006540063286; Spar=8006540063286; Tesco=08006540063286,Prima=2899.0; Spar=1574.0; Tesco=1399.0,Prima=250.0 ml; Spar=250.0 ml; Tesco=250.0 ml,Prima=hajapolas-202; Spar=hajsampon-301; Tesco=Drogéria|Hajápolás|Női samponok|Korpásodás ellen
oral-b 3 effect medium manual toothbrush x2,Prima;Spar,db,Spar,Prima,629.0,1299.0,670.0,106.518,Prima=Oral-B 3 Effect Medium Manual Toothbrush x2; Spar=Oral-B 3 Effect Medium Manual Toothbrush x2,Prima=3014260022839; Spar=3014260022839,Prima=1299.0; Spar=629.0,Prima=1.0 db; Spar=1.0 db,Prima=szajapolas-203; Spar=fogkefe-298
eva sprotni növényi olajban 170 g,Prima;Spar;Tesco,kg,Tesco,Prima,4052.941,8193.277,4140.336,102.156,Prima=Eva sprotni növényi olajban 170 g; Spar=Eva sprotni növényi olajban 170 g; Tesco=Eva sprotni növényi olajban 170 g,Prima=3850104042263; Spar=3850104042263; Tesco=03850104042263,Prima=975.0; Spar=894.0; Tesco=689.0,Prima=119.0 g; Spar=119.0 g; Tesco=170.0 g,"Prima=hal-konzerv-102; Spar=halkonzerv-huskonzerv-melegszendvicskrem-212; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Halkonzervek, haltermékek|Sprotni"
rio mare filodolio tonhaldarab olívaolajban 3 x 65 g,Spar;Tesco,kg,Tesco,Spar,10764.103,21532.051,10767.949,100.036,Spar=Rio Mare Filodolio tonhaldarab olívaolajban 3 x 65 g; Tesco=Rio Mare Filodolio tonhaldarab olívaolajban 3 x 65 g,Spar=8004030104129; Tesco=08004030104129,Spar=3359.0; Tesco=2099.0,Spar=156.0 g; Tesco=195.0 g,"Spar=halkonzerv-huskonzerv-melegszendvicskrem-212; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Halkonzervek, haltermékek|Tonhal"
bonduelle gold szuperédes morzsolt kukorica 670 g,Prima;Spar;Tesco,kg,Tesco,Prima,1416.418,2805.263,1388.845,98.053,Prima=Bonduelle Gold szuperédes morzsolt kukorica 670 g; Spar=Bonduelle Gold szuperédes morzsolt kukorica 670 g; Tesco=Bonduelle Gold szuperédes morzsolt kukorica 670 g,Prima=3083681024258; Spar=3083681024258; Tesco=03083681024258,Prima=1599.0; Spar=1429.0; Tesco=949.0,Prima=570.0 g; Spar=570.0 g; Tesco=670.0 g,"Prima=zoldseg-konzerv-99; Spar=zoldsegkonzerv-210; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Zöldségkonzervek|Kukorica"
cif cleanboost cream original súrolókrém 500 ml,Prima;Spar;Tesco,l,Tesco,Prima,1918.0,3798.0,1880.0,98.019,Prima=Cif Cleanboost Cream Original súrolókrém 500 ml; Spar=Cif Cleanboost Cream Original súrolókrém 500 ml; Tesco=Cif Cleanboost Cream Original súrolókrém 500 ml,Prima=8712561552905; Spar=8712561552905; Tesco=08712561552905,Prima=1899.0; Spar=1344.0; Tesco=959.0,Prima=500.0 ml; Spar=500.0 ml; Tesco=500.0 ml,"Prima=tisztitoszer-223; Spar=konyhai-tisztitoszer-274; Tesco=Háztartás|Tisztítószerek, takarítóeszközök|Súrolókrémek|Súrolókrémek"
cif cleanboost cream lemon súrolókrém 500 ml,Prima;Spar;Tesco,l,Tesco,Prima,1918.0,3798.0,1880.0,98.019,Prima=Cif Cleanboost Cream Lemon súrolókrém 500 ml; Spar=Cif Cleanboost Cream Lemon súrolókrém 500 ml; Tesco=Cif Cleanboost Cream Lemon súrolókrém 500 ml,Prima=8712561552776; Spar=8712561552776; Tesco=08712561552776,Prima=1899.0; Spar=1344.0; Tesco=959.0,Prima=500.0 ml; Spar=500.0 ml; Tesco=500.0 ml,"Prima=tisztitoszer-223; Spar=fem-es-tuzhelytisztitok-280; Tesco=Háztartás|Tisztítószerek, takarítóeszközök|Súrolókrémek|Súrolókrémek"
lacikonyha májgombócleves csigatésztával 64 g,Prima;Tesco,kg,Tesco,Prima,5765.625,11328.125,5562.5,96.477,Prima=Lacikonyha májgombócleves csigatésztával 64 g; Tesco=Lacikonyha májgombócleves csigatésztával 64 g,Prima=5999883409336; Tesco=05999883409336,Prima=725.0; Tesco=369.0,Prima=64.0 g; Tesco=64.0 g,"Prima=levespor-118; Tesco=Alapvető élelmiszerek|Instant ételalapok, levesporok|Zacskós levesek|Zacskós húslevesek"
lacikonyha újházi tyúkhúsleves csigatésztával 65 g,Prima;Tesco,kg,Tesco,Prima,5676.923,11153.846,5476.923,96.477,Prima=Lacikonyha Újházi tyúkhúsleves csigatésztával 65 g; Tesco=Lacikonyha Újházi tyúkhúsleves csigatésztával 65 g,Prima=5999885577194; Tesco=05999885577194,Prima=725.0; Tesco=369.0,Prima=65.0 g; Tesco=65.0 g,"Prima=levespor-118; Tesco=Alapvető élelmiszerek|Instant ételalapok, levesporok|Zacskós levesek|Zacskós húslevesek"
lacikonyha gombakrémleves 50 g,Prima;Tesco,kg,Tesco,Prima,7380.0,14500.0,7120.0,96.477,Prima=Lacikonyha gombakrémleves 50 g; Tesco=Lacikonyha gombakrémleves 50 g,Prima=5999886731793; Tesco=05999886731793,Prima=725.0; Tesco=369.0,Prima=50.0 g; Tesco=50.0 g,"Prima=levespor-118; Tesco=Alapvető élelmiszerek|Instant ételalapok, levesporok|Zacskós levesek|Zacskós krém- és gyümölcslevesek"
lacikonyha póréhagyma-krémleves 50 g,Prima;Tesco,kg,Tesco,Prima,7380.0,14500.0,7120.0,96.477,Prima=Lacikonyha póréhagyma-krémleves 50 g; Tesco=Lacikonyha póréhagyma-krémleves 50 g,Prima=5999886731816; Tesco=05999886731816,Prima=725.0; Tesco=369.0,Prima=50.0 g; Tesco=50.0 g,"Prima=levespor-118; Tesco=Alapvető élelmiszerek|Instant ételalapok, levesporok|Zacskós levesek|Zacskós krém- és gyümölcslevesek"
lacikonyha paradicsom krémleves 66 g,Prima;Tesco,kg,Tesco,Prima,5590.909,10984.848,5393.939,96.477,Prima=Lacikonyha paradicsom krémleves 66 g; Tesco=Lacikonyha paradicsom krémleves 66 g,Prima=5999886731779; Tesco=05999886731779,Prima=725.0; Tesco=369.0,Prima=66.0 g; Tesco=66.0 g,"Prima=levespor-118; Tesco=Alapvető élelmiszerek|Instant ételalapok, levesporok|Zacskós levesek|Zacskós krém- és gyümölcslevesek"
barilla penne rigate apró durum száraztészta 500 g,Prima;Spar;Tesco,kg,Tesco,Prima,1438.0,2798.0,1360.0,94.576,Prima=Barilla Penne Rigate apró durum száraztészta 500 g; Spar=Barilla Penne Rigate apró durum száraztészta 500 g; Tesco=Barilla Penne Rigate apró durum száraztészta 500 g,Prima=8076802085738; Spar=8076802085738; Tesco=08076802085738,Prima=1399.0; Spar=769.0; Tesco=719.0,Prima=500.0 g; Spar=500.0 g; Tesco=500.0 g,"Prima=koret-teszta-82; Spar=durum-teszta-155; Tesco=Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek|Durumtészták|Durumtészták"
barilla maccheroni apró durum száraztészta 500 g,Prima;Spar;Tesco,kg,Tesco,Prima,1438.0,2798.0,1360.0,94.576,Prima=Barilla Maccheroni apró durum száraztészta 500 g; Spar=Barilla Maccheroni apró durum száraztészta 500 g; Tesco=Barilla Maccheroni apró durum száraztészta 500 g,Prima=8076808050440; Spar=8076808050440; Tesco=08076808050440,Prima=1399.0; Spar=855.0; Tesco=719.0,Prima=500.0 g; Spar=500.0 g; Tesco=500.0 g,"Prima=koret-teszta-82; Spar=durum-teszta-155; Tesco=Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek|Durumtészták|Durumtészták"
barilla fusilli apró durum száraztészta 500 g,Prima;Spar;Tesco,kg,Tesco,Prima,1438.0,2798.0,1360.0,94.576,Prima=Barilla Fusilli apró durum száraztészta 500 g; Spar=Barilla Fusilli apró durum száraztészta 500 g; Tesco=Barilla Fusilli apró durum száraztészta 500 g,Prima=8076802085981; Spar=8076802085981; Tesco=08076802085981,Prima=1399.0; Spar=855.0; Tesco=719.0,Prima=500.0 g; Spar=500.0 g; Tesco=500.0 g,"Prima=koret-teszta-82; Spar=durum-teszta-155; Tesco=Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek|Durumtészták|Durumtészták"
barilla spaghettini szálas durum száraztészta 500 g,Prima;Spar;Tesco,kg,Tesco,Prima,1438.0,2798.0,1360.0,94.576,Prima=Barilla Spaghettini szálas durum száraztészta 500 g; Spar=Barilla Spaghettini szálas durum száraztészta 500 g; Tesco=Barilla Spaghettini szálas durum száraztészta 500 g,Prima=8076800195033; Spar=8076800195033; Tesco=08076800195033,Prima=1399.0; Spar=855.0; Tesco=719.0,Prima=500.0 g; Spar=500.0 g; Tesco=500.0 g,"Prima=koret-teszta-82; Spar=durum-teszta-155; Tesco=Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek|Durumtészták|Durumtészták"
hamé falusi sertésmájas 105 g,Prima;Spar,kg,Spar,Prima,3257.143,6333.333,3076.19,94.444,Prima=Hamé falusi sertésmájas 105 g; Spar=Hamé falusi sertésmájas 105 g,Prima=8594001691241; Spar=8594001691241,Prima=665.0; Spar=342.0,Prima=105.0 g; Spar=105.0 g,Prima=maj-huskonzerv-melegszendvicskrem-103; Spar=pastetomok-majasok-120
