key,base_unit,Spar_product_name,Spar_barcode,Spar_unit_price,Spar_unit_step,Spar_unit_type,Spar_base_price,Spar_categories,Prima_product_name,Prima_barcode,Prima_unit_price,Prima_unit_step,Prima_unit_type,Prima_base_price,Prima_categories,Tesco_product_name,Tesco_barcode,Tesco_unit_price,Tesco_unit_step,Tesco_unit_type,Tesco_base_price,Tesco_categories,min_store,max_store,pct_spread
"valdor zizu gyorsfagyasztott, készre sütött, panírozott csirkemellfilé 500 g",kg,"Valdor Zizu gyorsfagyasztott, készre sütött, panírozott csirkemellfilé 500 g",5995910715036,3224.0,500.0,g,6448.0,fagyasztott-husok-193,"Valdor Zizu gyorsfagyasztott, készre sütött, panírozott csirkemellfilé 500 g",5995910715036,3599.0,500.0,g,7198.0,panirozott-termekek-135,"Valdor Zizu gyorsfagyasztott, készre sütött, panírozott csirkemellfilé 500 g",05995910715036,2059.0,500.0,g,4118.0,Mélyhűtött|Fagyasztott hús és baromfi|Panírozott csirke|Panírozott csirke,Tesco,Prima,74.794
"axe fifa dark temptation 3 in 1 tusfürdő testre, arcra, hajra 400 ml",l,"AXE FIFA Dark Temptation 3 in 1 tusfürdő testre, arcra, hajra 400 ml",8710447284094,1784.0,400.0,ml,4460.0,ferfi-tusfurdo-309,"AXE FIFA Dark Temptation 3 in 1 tusfürdő testre, arcra, hajra 400 ml",8710447284094,2599.0,400.0,ml,6497.5,furdes-kezmosas-201,"AXE FIFA Dark Temptation 3 in 1 tusfürdő testre, arcra, hajra 400 ml",08710447284094,1489.0,400.0,ml,3722.5,Drogéria|Férfi kozmetikumok|Férfi tusfürdők|Férfi tusfürdők,Tesco,Prima,74.547
"gullón zero kakaós ízesítésű krémmel töltött ostya édesítőszerrel, cukormentes 60 g",kg,"Gullón Zero kakaós ízesítésű krémmel töltött ostya édesítőszerrel, cukormentes 60 g",8410376059373,449.0,60.0,g,7483.333,cukormentes-78,"Gullón Zero kakaós ízesítésű krémmel töltött ostya édesítőszerrel, cukormentes 60 g",8410376059373,539.0,60.0,g,8983.333,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33,"Gullón Zero kakaós ízesítésű krémmel töltött ostya édesítőszerrel, cukormentes 60 g",08410376059373,309.0,60.0,g,5150.0,Speciális|Hozzáadott cukor mentes|Édesség és rágcsálnivaló|Édesség és rágcsálnivaló,Tesco,Prima,74.434
"gullón zero vanília ízesítésű krémmel töltött ostya édesítőszerrel, cukormentes 60 g",kg,"Gullón Zero vanília ízesítésű krémmel töltött ostya édesítőszerrel, cukormentes 60 g",8410376059366,449.0,60.0,g,7483.333,cukormentes-78,"Gullón Zero vanília ízesítésű krémmel töltött ostya édesítőszerrel, cukormentes 60 g",8410376059366,539.0,60.0,g,8983.333,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33,"Gullón Zero vanília ízesítésű krémmel töltött ostya édesítőszerrel, cukormentes 60 g",08410376059366,309.0,60.0,g,5150.0,Speciális|Hozzáadott cukor mentes|Édesség és rágcsálnivaló|Édesség és rágcsálnivaló,Tesco,Prima,74.434
blend-a-med 3d white classic fresh fogkrém 75 ml,l,Blend-a-med 3D White Classic Fresh Fogkrém 75 ml,8006540792971,734.0,75.0,ml,9786.667,fogkrem-299,Blend-a-med 3D White Classic Fresh Fogkrém 75 ml,8006540792971,1149.0,75.0,ml,15320.0,szajapolas-203,Blend-a-med 3D White Classic Fresh Fogkrém 75 ml,08006540792971,659.0,75.0,ml,8786.667,Drogéria|Szájápolás|Fogkrémek|Fogkrémek,Tesco,Prima,74.355
maggi erőleves cérnametélttel 62 g,kg,Maggi erőleves cérnametélttel 62 g,8445290398123,479.0,62.0,g,7725.806,levesek-tesztak-230,Maggi erőleves cérnametélttel 62 g,8445290398123,519.0,62.0,g,8370.968,levespor-118,Maggi erőleves cérnametélttel 62 g,08445290398123,299.0,62.0,g,4822.581,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Instant levesporok|Instant hús-és gulyáslevesporok",Tesco,Prima,73.579
maggi gulyásleves tarhonyával 48 g,kg,Maggi gulyásleves tarhonyával 48 g,8585002480262,479.0,48.0,g,9979.167,levesek-tesztak-230,Maggi gulyásleves tarhonyával 48 g,8585002480262,519.0,48.0,g,10812.5,levespor-118,Maggi gulyásleves tarhonyával 48 g,08585002480262,299.0,48.0,g,6229.167,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Zacskós levesek|Zacskós húslevesek",Tesco,Prima,73.579
maggi marhahúsleves metélttésztával 58 g,kg,Maggi marhahúsleves metélttésztával 58 g,8445290847744,479.0,58.0,g,8258.621,levesek-tesztak-230,Maggi marhahúsleves metélttésztával 58 g,8445291106963,519.0,58.0,g,8948.276,levespor-118,Maggi marhahúsleves metélttésztával 58 g,08445291106963,299.0,58.0,g,5155.172,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Instant levesporok|Instant hús-és gulyáslevesporok",Tesco,Prima,73.579
maggi májgombócleves metélttésztával 41 g,kg,Maggi májgombócleves metélttésztával 41 g,8585002485373,479.0,41.0,g,11682.927,levesek-tesztak-230,Maggi májgombócleves metélttésztával 41 g,8585002485373,519.0,41.0,g,12658.537,levespor-118,Maggi májgombócleves metélttésztával 41 g,08585002485373,299.0,41.0,g,7292.683,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Instant levesporok|Instant hús-és gulyáslevesporok",Tesco,Prima,73.579
maggi nyári zöldségleves 40 g,kg,Maggi nyári zöldségleves 40 g,8585002485090,479.0,40.0,g,11975.0,levesek-tesztak-230,Maggi nyári zöldségleves 40 g,8585002485090,519.0,40.0,g,12975.0,levespor-118,Maggi nyári zöldségleves 40 g,08585002485090,299.0,40.0,g,7475.0,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Instant levesporok|Instant krém- és zöldséglevesporok",Tesco,Prima,73.579
maggi tavaszi grízgaluskaleves 34 g,kg,Maggi tavaszi grízgaluskaleves 34 g,8585002481320,479.0,34.0,g,14088.235,levesek-tesztak-230,Maggi tavaszi grízgaluskaleves 34 g,8585002481320,519.0,34.0,g,15264.706,levespor-118,Maggi tavaszi grízgaluskaleves 34 g,08585002481320,299.0,34.0,g,8794.118,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Zacskós levesek|Zacskós húslevesek",Tesco,Prima,73.579
maggi tyúkhúsleves metélttésztával 40 g,kg,Maggi tyúkhúsleves metélttésztával 40 g,8585002480286,479.0,40.0,g,11975.0,levesek-tesztak-230,Maggi tyúkhúsleves metélttésztával 40 g,8585002480286,519.0,40.0,g,12975.0,levespor-118,Maggi tyúkhúsleves metélttésztával 40 g,08585002480286,299.0,40.0,g,7475.0,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Zacskós levesek|Zacskós húslevesek",Tesco,Prima,73.579
dr. oetker holland kakaópor sütéshez 70 g,kg,Dr. Oetker Holland Kakaópor sütéshez 70 g,5997381357678,1049.0,70.0,g,14985.714,kakao-144,Dr. Oetker Holland Kakaópor sütéshez 70 g,5997381357678,1399.0,70.0,g,19985.714,kakaopor-forro-csokolade-por-170,Dr. Oetker Holland Kakaópor sütéshez 70 g,05997381357678,809.0,70.0,g,11557.143,"Alapvető élelmiszerek|Sütés-főzés hozzávalók|Sütés, befőzés alapanyagok|Egyéb",Tesco,Prima,72.93
"győri édes csokidarabos omlós, mézes keksz csokoládédarabokkal 150 g",kg,"Győri Édes Csokidarabos omlós, mézes keksz csokoládédarabokkal 150 g",5998711304522,464.0,150.0,g,3093.333,keksz-183,"Győri Édes Csokidarabos omlós, mézes keksz csokoládédarabokkal 150 g",5998711304522,799.0,150.0,g,5326.667,edes-keksz-160,"Győri Édes Csokidarabos omlós, mézes keksz csokoládédarabokkal 150 g",05998711304522,709.0,150.0,g,4726.667,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények",Spar,Prima,72.198
flora original omega 3 & 6 margarin 225 g,kg,Flora Original Omega 3 & 6 margarin 225 g,8719200266551,535.0,225.0,g,2377.778,vaj-margarin-100,Flora Original Omega 3 & 6 margarin 225 g,8719200266551,312.0,225.0,g,1386.667,margarin-49,Flora Original Omega 3 & 6 margarin 225 g,08719200266551,447.0,225.0,g,1986.667,"Tejtermék-tojás|Vaj, margarin|Margarin|Csészés margarin",Prima,Spar,71.474
maggi párperc sajtkrémleves 19 g,kg,Maggi PárPerc sajtkrémleves 19 g,7613036401937,394.0,19.0,g,20736.842,levesek-tesztak-230,Maggi PárPerc sajtkrémleves 19 g,7613036401937,425.0,19.0,g,22368.421,instant-teszta-es-leves-117,Maggi PárPerc sajtkrémleves 19 g,07613036401937,249.0,19.0,g,13105.263,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Instant levesporok|Instant krém- és zöldséglevesporok",Tesco,Prima,70.683
maggi párperc tyúkhúsleves 12 g,kg,Maggi PárPerc tyúkhúsleves 12 g,8445290889904,394.0,12.0,g,32833.333,levesek-tesztak-230,Maggi PárPerc Tyúkhúsleves 12 g,8445290889904,425.0,12.0,g,35416.667,instant-teszta-es-leves-117,Maggi PárPerc tyúkhúsleves 12 g,08445290889904,249.0,12.0,g,20750.0,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Instant levesporok|Instant hús-és gulyáslevesporok",Tesco,Prima,70.683
"rauch mytea blackberry ice tea üdítőital feketeszederrel, fekete teából 0,5 l",l,"Rauch MyTea Blackberry ice tea üdítőital feketeszederrel, fekete teából 0,5 l",9008700184564,579.0,500.0,ml,1158.0,szensavmentes-uditoitalok-202,"Rauch MyTea Blackberry ice tea üdítőital feketeszederrel, fekete teából 0,5 l",9008700184564,625.0,500.0,ml,1250.0,ice-tea-175,"Rauch MyTea Blackberry ice tea üdítőital feketeszederrel, fekete teából 0,5 l",09008700184564,369.0,500.0,ml,738.0,Italok|Üdítőitalok|Jegesteák|Kis Kiszerelés,Tesco,Prima,69.377
"rauch mytea lemon ice tea citromos üdítőital fekete teából 0,5 l",l,"Rauch MyTea Lemon ice tea citromos üdítőital fekete teából 0,5 l",9008700184526,579.0,500.0,ml,1158.0,szensavmentes-uditoitalok-202,"Rauch MyTea Lemon ice tea citromos üdítőital fekete teából 0,5 l",9008700184526,625.0,500.0,ml,1250.0,ice-tea-175,"Rauch MyTea Lemon ice tea citromos üdítőital fekete teából 0,5 l",09008700184526,369.0,500.0,ml,738.0,Italok|Üdítőitalok|Jegesteák|Kis Kiszerelés,Tesco,Prima,69.377
"rauch mytea peach ice tea őszibarackos üdítőital fekete teából 0,5 l",l,"Rauch MyTea Peach ice tea őszibarackos üdítőital fekete teából 0,5 l",9008700184540,579.0,500.0,ml,1158.0,szensavmentes-uditoitalok-202,"Rauch MyTea Peach ice tea őszibarackos üdítőital fekete teából 0,5 l",9008700184540,625.0,500.0,ml,1250.0,ice-tea-175,"Rauch MyTea Peach ice tea őszibarackos üdítőital fekete teából 0,5 l",09008700184540,369.0,500.0,ml,738.0,Italok|Üdítőitalok|Jegesteák|Kis Kiszerelés,Tesco,Prima,69.377
"danone oikos édes kettes édesített joghurt vaníliaízű, csokoládéval bevont gabonacsillagokkal 102 g",kg,"Danone Oikos Édes Kettes édesített joghurt vaníliaízű, csokoládéval bevont gabonacsillagokkal 102 g",5997536305158,355.0,102.0,g,3480.392,izesitett-joghurt-107,"Danone Oikos Édes Kettes édesített joghurt vaníliaízű, csokoládéval bevont gabonacsillagokkal 102 g",5997536305158,212.0,102.0,g,2078.431,joghurt-47,"Danone Oikos Édes Kettes édesített joghurt vaníliaízű, csokoládéval bevont gabonacsillagokkal 102 g",05997536305158,329.0,102.0,g,3225.49,Tejtermék-tojás|Joghurtok|Ízesített joghurtok|Kis poharas joghurt,Prima,Spar,67.453
danone oikos édes kettes élőflórás édesített joghurt csokoládéval bevont kukoricapelyhekkel 102 g,kg,Danone Oikos Édes Kettes élőflórás édesített joghurt csokoládéval bevont kukoricapelyhekkel 102 g,5990031647235,355.0,102.0,g,3480.392,izesitett-joghurt-107,Danone Oikos Édes Kettes élőflórás édesített joghurt csokoládéval bevont kukoricapelyhekkel 102 g,5990031647235,212.0,102.0,g,2078.431,joghurt-47,Danone Oikos Édes Kettes élőflórás édesített joghurt csokoládéval bevont kukoricapelyhekkel 102 g,05990031647235,329.0,102.0,g,3225.49,Tejtermék-tojás|Joghurtok|Ízesített joghurtok|Kis poharas joghurt,Prima,Spar,67.453
"naturaqua szénsavmentes természetes ásványvíz 1,5 l",l,"NaturAqua szénsavmentes természetes ásványvíz 1,5 l",5993330000923,239.0,1500.0,ml,159.333,asvanyviz-201,"NaturAqua szénsavmentes természetes ásványvíz 1,5 l",5993330000923,299.0,1500.0,ml,199.333,asvanyviz-173,"NaturAqua szénsavmentes természetes ásványvíz 1,5 l",05993330000923,179.0,1500.0,ml,119.333,Italok|Víz|Szénsavmentes ásványvíz|Nagy kiszerelés,Tesco,Prima,67.039
fa deospray pink passion 150 ml,l,Fa deospray Pink Passion 150 ml,3838824116204,839.0,150.0,ml,5593.333,spray-dezodor-289,Fa deospray Pink Passion 150 ml,3838824116204,1299.0,150.0,ml,8660.0,noi-kozmetikum-higienia-205,Fa deospray Pink Passion 150 ml,03838824116204,779.0,150.0,ml,5193.333,"Drogéria|Női dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok",Tesco,Prima,66.752
fa divine moments deospray 150 ml,l,Fa Divine Moments deospray 150 ml,9000101053111,839.0,150.0,ml,5593.333,spray-dezodor-289,Fa Divine Moments deospray 150 ml,9000101053111,1299.0,150.0,ml,8660.0,noi-kozmetikum-higienia-205,Fa Divine Moments deospray 150 ml,09000101053111,779.0,150.0,ml,5193.333,"Drogéria|Női dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok",Tesco,Prima,66.752
fa men deospray sport 150 ml,l,Fa Men deospray Sport 150 ml,3838824085272,839.0,150.0,ml,5593.333,spray-dezodor-289,Fa Men deospray Sport 150 ml,3838824085272,1299.0,150.0,ml,8660.0,ferfi-kozmetikum-206,Fa Men deospray Sport 150 ml,03838824085272,779.0,150.0,ml,5193.333,"Drogéria|Férfi kozmetikumok|Izzadásgátló stiftek, golyós dezodorok|Izzadásgátló stiftek, golyós dezodorok",Tesco,Prima,66.752
fa men izzadásgátló roll-on sport 50 ml,l,Fa Men izzadásgátló roll-on Sport 50 ml,9000100219877,839.0,50.0,ml,16780.0,golyos-stift-dezodor-291,Fa Men izzadásgátló roll-on Sport 50 ml,9000100219877,1299.0,50.0,ml,25980.0,noi-kozmetikum-higienia-205,Fa Men izzadásgátló roll-on Sport 50 ml,09000100219877,779.0,50.0,ml,15580.0,"Drogéria|Férfi kozmetikumok|Izzadásgátló stiftek, golyós dezodorok|Izzadásgátló stiftek, golyós dezodorok",Tesco,Prima,66.752
"torras tejcsokoládé hozzáadott cukor nélkül, édesítőszerrel 75 g",kg,"Torras tejcsokoládé hozzáadott cukor nélkül, édesítőszerrel 75 g",8410342005595,839.0,75.0,g,11186.667,cukormentes-78,"Torras tejcsokoládé hozzáadott cukor nélkül, édesítőszerrel 75 g",8410342005595,1399.0,75.0,g,18653.333,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33,"Torras tejcsokoládé hozzáadott cukor nélkül, édesítőszerrel 75 g",08410342005595,1289.0,75.0,g,17186.667,Speciális|Hozzáadott cukor mentes|Édesség és rágcsálnivaló|Édesség és rágcsálnivaló,Spar,Prima,66.746
"torras étcsokoládé hozzáadott cukor nélkül, édesítőszerrel 75 g",kg,"Torras étcsokoládé hozzáadott cukor nélkül, édesítőszerrel 75 g",8410342005601,839.0,75.0,g,11186.667,cukormentes-78,"Torras étcsokoládé hozzáadott cukor nélkül, édesítőszerrel 75 g",8410342005601,1399.0,75.0,g,18653.333,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33,"Torras étcsokoládé hozzáadott cukor nélkül, édesítőszerrel 75 g",08410342005601,1289.0,75.0,g,17186.667,Speciális|Hozzáadott cukor mentes|Édesség és rágcsálnivaló|Édesség és rágcsálnivaló,Spar,Prima,66.746
hellmann's avokádós szósz 255 g,kg,Hellmann's avokádós szósz 255 g,8720182308078,1260.0,255.0,g,4941.176,etelszosz-martas-225,Hellmann's avokádós szósz 255 g,8720182308078,1399.0,255.0,g,5486.275,szosz-martas-113,Hellmann's avokádós szósz 255 g,08720182308078,849.0,255.0,g,3329.412,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Szószok, mártások|Egyéb szószok",Tesco,Prima,64.782
hellmann's burger szósz 260 g,kg,Hellmann's burger szósz 260 g,8720182282057,1260.0,260.0,g,4846.154,etelszosz-martas-225,Hellmann's burger szósz 260 g,8720182282057,1399.0,260.0,g,5380.769,szosz-martas-113,Hellmann's burger szósz 260 g,08720182282057,849.0,260.0,g,3265.385,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Szószok, mártások|Egyéb szószok",Tesco,Prima,64.782
hellmann's cheddar sajtos szósz 250 g,kg,Hellmann's Cheddar sajtos szósz 250 g,8710522976876,1260.0,250.0,g,5040.0,etelszosz-martas-225,Hellmann's Cheddar sajtos szósz 250 g,8710522976876,1399.0,250.0,g,5596.0,szosz-martas-113,Hellmann's Cheddar sajtos szósz 250 g,08710522976876,849.0,250.0,g,3396.0,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Szószok, mártások|Egyéb szószok",Tesco,Prima,64.782
hellmann's chilis szósz 250 ml,l,Hellmann's chilis szósz 250 ml,8712566388066,1260.0,250.0,ml,5040.0,etelszosz-martas-225,Hellmann's chilis szósz 250 ml,8712566388066,1399.0,250.0,ml,5596.0,szosz-martas-113,Hellmann's chilis szósz 250 ml,08712566388066,849.0,250.0,ml,3396.0,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Szószok, mártások|Barbecue, Chili és Worchester szószok",Tesco,Prima,64.782
hellmann's tzatziki-jellegű szósz 258 g,kg,Hellmann's tzatziki-jellegű szósz 258 g,8720182589699,1260.0,258.0,g,4883.721,etelszosz-martas-225,Hellmann's tzatziki-jellegű szósz 258 g,8720182589699,1399.0,258.0,g,5422.481,szosz-martas-113,Hellmann's tzatziki-jellegű szósz 258 g,08720182589699,849.0,258.0,g,3290.698,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Szószok, mártások|Egyéb szószok",Tesco,Prima,64.782
kometa kemencés szeletelt sült csirkemellsonka 90 g,kg,Kometa Kemencés szeletelt sült csirkemellsonka 90 g,5998002051838,839.0,90.0,g,9322.222,sonka-116,Kometa Kemencés szeletelt sült csirkemellsonka 90 g,5998002051838,1299.0,90.0,g,14433.333,sonka-fustolt-aru-93,Kometa Kemencés szeletelt sült csirkemellsonka 90 g,05998002051838,799.0,90.0,g,8877.778,Húsáru|Csemege húskészítmények|Sonka|Csomagolt szeletelt sonka,Tesco,Prima,62.578
kometa kemencés szeletelt sült karaj 90 g,kg,Kometa Kemencés szeletelt sült karaj 90 g,5998002067181,839.0,90.0,g,9322.222,felvagott-115,Kometa Kemencés szeletelt sült karaj 90 g,5998002067181,1299.0,90.0,g,14433.333,sonka-fustolt-aru-93,Kometa Kemencés szeletelt sült karaj 90 g,05998002067181,799.0,90.0,g,8877.778,Húsáru|Csemege húskészítmények|Felvágottak|Egyéb felvágottak,Tesco,Prima,62.578
kometa kemencés szeletelt sült tarja 100 g,kg,Kometa Kemencés szeletelt sült tarja 100 g,5998002084843,839.0,100.0,g,8390.0,felvagott-115,Kometa Kemencés szeletelt sült tarja 100 g,5998002084843,1299.0,100.0,g,12990.0,sonka-fustolt-aru-93,Kometa Kemencés szeletelt sült tarja 100 g,05998002084843,799.0,100.0,g,7990.0,Húsáru|Csemege húskészítmények|Sonka|Csomagolt szeletelt sonka,Tesco,Prima,62.578
koronás cukor kockacukor 500 g,kg,Koronás Cukor kockacukor 500 g,5998501340068,409.0,500.0,g,818.0,cukor-169,Koronás Cukor kockacukor 500 g,5998501340068,599.0,500.0,g,1198.0,cukor-edesitoszer-121,Koronás Cukor kockacukor 500 g,05998501340068,369.0,500.0,g,738.0,Alapvető élelmiszerek|Só és Cukor|Só és Cukor|Cukor,Tesco,Prima,62.331
"kinder paradiso piskótadesszert tejes krémmel töltve, citrom ízesítéssel 29 g",kg,"Kinder Paradiso piskótadesszert tejes krémmel töltve, citrom ízesítéssel 29 g",80052807,304.0,29.0,g,10482.759,tejszeletek-turo-rudi-95,"Kinder Paradiso piskótadesszert tejes krémmel töltve, citrom ízesítéssel 29 g",80052807,419.0,29.0,g,14448.276,tejszelet-61,"Kinder Paradiso piskótadesszert tejes krémmel töltve, citrom ízesítéssel 29 g",00000080052807,259.0,29.0,g,8931.034,Tejtermék-tojás|Tejdesszertek|Tejtermékek gyerekeknek|Tejtermékek gyerekeknek,Tesco,Prima,61.776
riceland kerekszemű 'a' minőségű rizs 1000 g,kg,Riceland Kerekszemű 'A' minőségű rizs 1000 g,5997465300125,1484.0,1000.0,g,1484.0,rizs-koles-hajdina-arpa-159,Riceland Kerekszemű 'A' minőségű rizs 1000 g,5997465300125,1599.0,1000.0,g,1599.0,rizs-128,Riceland Kerekszemű 'A' minőségű rizs 1000 g,05997465300125,989.0,1000.0,g,989.0,"Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek|Rizs|Kerekszemű rizs",Tesco,Prima,61.678
twist tonhal napraforgóolajban 3 x 80 g (240 g),kg,Twist tonhal napraforgóolajban 3 x 80 g (240 g),5999560674514,1994.0,156.0,g,12782.051,halkonzerv-huskonzerv-melegszendvicskrem-212,Twist tonhal napraforgóolajban 3 x 80 g (240 g),5999560674514,2199.0,156.0,g,14096.154,hal-konzerv-102,Twist tonhal napraforgóolajban 3 x 80 g (240 g),05999560674514,2099.0,240.0,g,8745.833,"Alapvető élelmiszerek|Konzervek, olívabogyók|Halkonzervek, haltermékek|Tonhal",Tesco,Prima,61.176
arla friss zsírdús lágy krémsajt 200 g,kg,Arla friss zsírdús lágy krémsajt 200 g,5711953158445,1079.0,200.0,g,5395.0,vajkrem-sajtkrem-korozott-101,Arla friss zsírdús lágy krémsajt 200 g,5711953158445,799.0,200.0,g,3995.0,tomlos-sajtok-kremsajtok-69,Arla friss zsírdús lágy krémsajt 200 g,05711953158445,671.0,200.0,g,3355.0,Tejtermék-tojás|Sajtok és túró|Sajtok uzsonnára|Sajtok uzsonnára,Tesco,Spar,60.805
sport fehér csokoládéval mártott rumos ízű kakaós szelet 31 g,kg,Sport fehér csokoládéval mártott rumos ízű kakaós szelet 31 g,7622202031298,209.0,31.0,g,6741.935,csokolade-175,Sport fehér csokoládéval mártott rumos ízű kakaós szelet 31 g,7622202031298,319.0,31.0,g,10290.323,csokolade-158,Sport fehér csokoládéval mártott rumos ízű kakaós szelet 31 g,07622202031298,199.0,31.0,g,6419.355,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek,Tesco,Prima,60.302
sport étcsokoládéval mártott rumos ízű kakaós szelet 31 g,kg,Sport étcsokoládéval mártott rumos ízű kakaós szelet 31 g,7622210145390,209.0,31.0,g,6741.935,csokolade-175,Sport étcsokoládéval mártott rumos ízű kakaós szelet 31 g,7622210145390,319.0,31.0,g,10290.323,csokolade-158,Sport étcsokoládéval mártott rumos ízű kakaós szelet 31 g,07622210145390,199.0,31.0,g,6419.355,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Étcsokoládészeletek,Tesco,Prima,60.302
kinder pingui cacao tejes és kakaós krémmel töltött sütemény étcsokoládé bevonattal 30 g,kg,Kinder Pingui Cacao tejes és kakaós krémmel töltött sütemény étcsokoládé bevonattal 30 g,4008400290126,249.0,30.0,g,8300.0,csokolade-175,Kinder Pingui Cacao tejes és kakaós krémmel töltött sütemény étcsokoládé bevonattal 30 g,4008400290126,335.0,30.0,g,11166.667,tejszelet-61,Kinder Pingui Cacao tejes és kakaós krémmel töltött sütemény étcsokoládé bevonattal 30 g,04008400290126,209.0,30.0,g,6966.667,Tejtermék-tojás|Tejdesszertek|Tejtermékek gyerekeknek|Tejtermékek gyerekeknek,Tesco,Prima,60.287
sport kapucíner étcsokoládéval bevont szelet kávés töltelékkel és tejszínízű töltelékkel 31 g,kg,Sport Kapucíner étcsokoládéval bevont szelet kávés töltelékkel és tejszínízű töltelékkel 31 g,7622201777326,264.0,31.0,g,8516.129,csokolade-175,Sport Kapucíner étcsokoládéval bevont szelet kávés töltelékkel és tejszínízű töltelékkel 31 g,7622201777326,399.0,31.0,g,12870.968,csokolade-158,Sport Kapucíner étcsokoládéval bevont szelet kávés töltelékkel és tejszínízű töltelékkel 31 g,07622201777326,249.0,31.0,g,8032.258,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Étcsokoládészeletek,Tesco,Prima,60.241
"somersby strawberry & lime alkoholmentes szénsavas ital eper és lime ízesítéssel 0,0% 330 ml",l,"Somersby Strawberry & Lime alkoholmentes szénsavas ital eper és lime ízesítéssel 0,0% 330 ml",3858887585021,619.0,330.0,ml,1875.758,alkoholmentes-sor-237,"Somersby Strawberry & Lime alkoholmentes szénsavas ital eper és lime ízesítéssel 0,0% 330 ml",3858887585021,669.0,330.0,ml,2027.273,cider-185,"Somersby Strawberry & Lime alkoholmentes szénsavas ital eper és lime ízesítéssel 0,0% 330 ml",03858887585021,419.0,330.0,ml,1269.697,"Italok|Sör, cider|Ciderek|Ciderek",Tesco,Prima,59.666
pur balsam aloe vera kézi mosogatószer 750 ml,l,Pur Balsam Aloe Vera kézi mosogatószer 750 ml,9000101386745,989.0,750.0,ml,1318.667,mosogatoszerek-267,Pur Balsam Aloe Vera kézi mosogatószer 750 ml,9000101386745,1499.0,750.0,ml,1998.667,kezi-mosogatoszer-220,Pur Balsam Aloe Vera kézi mosogatószer 750 ml,09000101386745,939.0,750.0,ml,1252.0,Háztartás|Mosogatáshoz|Kézi mosogatás|Mosogatószerek,Tesco,Prima,59.638
pur lemon kézi mosogatószer 750 ml,l,Pur Lemon kézi mosogatószer 750 ml,9000101386356,989.0,750.0,ml,1318.667,mosogatoszerek-267,Pur Lemon kézi mosogatószer 750 ml,9000101386356,1499.0,750.0,ml,1998.667,kezi-mosogatoszer-220,Pur Lemon kézi mosogatószer 750 ml,09000101386356,939.0,750.0,ml,1252.0,Háztartás|Mosogatáshoz|Kézi mosogatás|Mosogatószerek,Tesco,Prima,59.638
xixo ice tea citromos jegestea gyümölcslével és természetes teakivonattal 250 ml,l,XIXO Ice Tea citromos jegestea gyümölcslével és természetes teakivonattal 250 ml,5999571052530,284.0,250.0,ml,1136.0,szensavmentes-uditoitalok-202,XIXO Ice Tea citromos jegestea gyümölcslével és természetes teakivonattal 250 ml,5999571052530,349.0,250.0,ml,1396.0,ice-tea-175,XIXO Ice Tea citromos jegestea gyümölcslével és természetes teakivonattal 250 ml,05999571052530,219.0,250.0,ml,876.0,Italok|Üdítőitalok|Jegesteák|Kis Kiszerelés,Tesco,Prima,59.361
