aisleName,averageWeight,baseProductId,brandName,catchWeightList,defaultImageUrl,departmentName,description,details.__typename,details.additives,details.alcoholInfo,details.alcoholInfo.__typename,details.alcoholInfo.alcoholType,details.alcoholInfo.country,details.alcoholInfo.grapeVariety,details.alcoholInfo.percentageAlcohol,details.alcoholInfo.regionOfOrigin,details.alcoholInfo.regionalInformation,details.alcoholInfo.tasteCategory,details.alcoholInfo.wineColour,details.allergenInfo,details.components,details.directions,details.dosage,details.drainedWeight,details.features,details.healthClaims,details.ingredients,details.lowerAgeLimit,details.netContents,details.nutritionalClaims,details.originInformation,details.otherInformation,details.packSize,details.recyclingInfo,displayType,gtin,icons,id,isForSale,isNew,media.defaultImage.url,multiPackDetails,price.__typename,price.actual,price.unitOfMeasure,price.unitPrice,productType,promotions,restrictions,seller,sellers.__typename,sellers.results,sellers.totalCount,shelfId,shelfName,status,superDepartmentName,title,tpnb,tpnc
"Ostyák, nápolyik",0.033,2005100429265,TESCO STANDARD,,https://digitalcontent.api.tesco.com/v2/media/ghs/7e1fab34-e980-4449-9828-b5def6ee25d3/e4d0d3a8-179c-433f-b66c-9faa0cdf85ef_607286998.jpeg?h=225&w=225,"Kekszek, piskóták, nápolyik","[""Kakaós töltelékkel (49%) töltött, étcsokoládéba mártott ostya.""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""A termék földimogyorót, dióféléket és szóját tartalmazhat.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Étcsokoládé (30%) [cukor"", ""kakaómassza*"", ""kakaóvaj*"", ""növényi zsírok (pálma"", ""shea)"", ""<strong>tejzsír</strong>"", ""emulgeálószerek (lecitinek"", ""poliglicerin-poliricinoleát)"", ""aroma]"", ""<strong>Búzaliszt</strong>"", ""Növényi zsír (pálma)"", ""Cukor"", ""<strong>Tejsavópor</strong>"", ""Zsírszegény kakaópor* (3%)"", ""Növényi olaj (repce)"", ""Étkezési só"", ""Térfogatnövelő szerek (nátrium-karbonátok"", ""ammónium- karbonátok)"", ""Aroma"", ""Emulgeálószer (lecitinek)"", ""*Rainforest Alliance Tanúsított"", ""Az étcsokoládé kakaóvajhoz adott növényi zsírokat tartalmaz""]",,33g ℮,,[],"[""A Rainforest Alliance Tanúsítás célja, hogy élhetőbb jövőt teremtsen az emberek és a természet számára. www.ra.org""]","[{""value"": ""0.033"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05051007145336,"[{""id"": ""Rainforest Alliance"", ""caption"": ""Rainforest Alliance"", ""__typename"": ""IconsInfoType""}]",2005100429265,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/7e1fab34-e980-4449-9828-b5def6ee25d3/e4d0d3a8-179c-433f-b66c-9faa0cdf85ef_607286998.jpeg,,PriceType,149,kg,4515.15,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2005100429265"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 149, ""unitPrice"": 4515.15, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDS2Vrc3playwlMjBwaXNrJUMzJUIzdCVDMyVBMWssJTIwbiVDMyVBMXBvbHlpayU3Q09zdHklQzMlQTFrLCUyMG4lQzMlQTFwb2x5aWslN0NPc3R5JUMzJUExaywlMjBuJUMzJUExcG9seWlr,"Ostyák, nápolyik",AvailableForSale,Alapvető élelmiszerek,"Tesco kakaós töltelékkel töltött, étcsokoládéba mártott ostya 33 g",2005100429265,2005100429265
"Gabonapehely, zabkása",0.055,2005105203173,Fit,,https://digitalcontent.api.tesco.com/v2/media/ghs/636dd917-4a9c-449e-a425-c23ba879f809/c9efcd06-9bdd-4673-a284-60ea56877379_909265128.jpeg?h=225&w=225,Gluténmentes,"[""Vanília ízű zabkása; gluténmentes, élelmirost-forrás.""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""Nyomokban földimogyorót, szóját és dióféléket tartalmazhat.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Gluténmentes"", ""A leglágyabb zabkásánk"", ""Legyen Fit napod!"", ""Görög Zita ajánlásával""]",,"[""Gluténmentes zabliszt 51%"", ""Glükóz-szirup"", ""Nádcukor"", ""Napraforgóolaj"", ""Inulin (élelmirost)"", ""Kukoricakeményítő"", ""Étkezési só"", ""Vanília kivonat 0"", ""4%"", ""Természetes aroma"", ""<strong>Tejfehérje</strong>"", ""Stabilizátor: E340"", ""Emulgeálószer: E471"", ""Csomósodást gátló anyag: szilícium-dioxid""]",,50g,"[""Élelmirost-forrás""]",[],,"[{""value"": ""0.05"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,08595054908966,"[{""id"": ""Élelmiszerekkel érintkező"", ""caption"": ""Élelmiszerekkel érintkező"", ""__typename"": ""IconsInfoType""}, {""id"": ""Green Dot"", ""caption"": ""Green Dot"", ""__typename"": ""IconsInfoType""}]",2005105203173,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/636dd917-4a9c-449e-a425-c23ba879f809/c9efcd06-9bdd-4673-a284-60ea56877379_909265128.jpeg,,PriceType,365,kg,7300,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2005105203173"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 365, ""unitPrice"": 7300, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;U3BlY2klQzMlQTFsaXMlMjB0JUMzJUExcGwlQzMlQTFsa296JUMzJUExcyU3Q0dsdXQlQzMlQTlubWVudGVzJTdDR2Fib25hcGVoZWx5LCUyMHphYmslQzMlQTFzYSU3Q0dhYm9uYXBlaGVseSwlMjB6YWJrJUMzJUExc2E=,"Gabonapehely, zabkása",AvailableForSale,Speciális táplálkozás,Fit zab vanília krémkása 50 g,2005105203173,2005105203173
Növényi alapú sajtpótlók,0.115,2004020341611,VeganChef,,https://digitalcontent.api.tesco.com/v2/media/ghs/74180c38-9c8d-424f-9f9c-49990e05abcc/76ca9a86-6114-45ab-9bd6-781486b6c59a_1262237127.jpeg?h=225&w=225,Vegetáriánus és vegán,[],ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""A termék mustárt és zellert is feldolgozó üzemben készült.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Vegán, laktózmentes, gluténmentes, pálmaolajmentes""]",,"[""Tisztított ivóvíz"", ""Növényi olajok (kókusz"", ""shea)"", ""Módosított keményítő"", ""Burgonyakeményítő keverék (burgonyakeményítő"", ""burgonyafehérje)"", ""Burgonyakeményítő"", ""Himalaya kristálysó"", ""Természetes aroma"", ""Füstaroma"", ""Savanyúságot szabályozó anyag (tejsav)*"", ""Színezék (béta-karotin)"", ""* Nem tejből származó""]",,100g,,"[{""title"": ""Produce of"", ""value"": ""Származási ország: Magyarország"", ""__typename"": ""OriginInformationType""}]","[""Védőgázas csomagolásban""]","[{""value"": ""0.1"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05999559316296,"[{""id"": ""V-Label (European Vegetarian Union)"", ""caption"": ""V-Label (European Vegetarian Union)"", ""__typename"": ""IconsInfoType""}]",2004020341611,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/74180c38-9c8d-424f-9f9c-49990e05abcc/76ca9a86-6114-45ab-9bd6-781486b6c59a_1262237127.jpeg,,PriceType,689,kg,6890,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004020341611"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 689, ""unitPrice"": 6890, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;U3BlY2klQzMlQTFsaXMlMjB0JUMzJUExcGwlQzMlQTFsa296JUMzJUExcyU3Q1ZlZ2V0JUMzJUExcmklQzMlQTFudXMlMjAlQzMlQTlzJTIwdmVnJUMzJUExbiU3Q04lQzMlQjZ2JUMzJUE5bnlpJTIwYWxhcCVDMyVCQSUyMHNhanRwJUMzJUIzdGwlQzMlQjNrJTdDTiVDMyVCNnYlQzMlQTlueWklMjBhbGFwJUMzJUJBJTIwc2FqdHAlQzMlQjN0bCVDMyVCM2s=,Növényi alapú sajtpótlók,AvailableForSale,Speciális táplálkozás,VeganChef füst ízesítésű vegán szeletelt 100 g,2004020341611,2004020341611
Méz,0.74,2004002873172,Aranynektár,,https://digitalcontent.api.tesco.com/v2/media/ghs/18b7079d-935f-4ff4-9bff-a0b8f45b4931/db418214-10f4-4cfa-b1b5-f209c83e040f.jpeg?h=225&w=225,"Lekvár, méz és mogyorókrém","[""Virágméz ""]",ProductDetailsType,,,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Válogatott magyar méhészektől"", ""Közvetlenül, válogatott magyar méhészektől!""]",,[],1 Év,500g,,[],,"[{""value"": ""0.5"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05997214711387,[],2004002873172,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/18b7079d-935f-4ff4-9bff-a0b8f45b4931/db418214-10f4-4cfa-b1b5-f209c83e040f.jpeg,,PriceType,1649,kg,3298,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004002873172"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 1649, ""unitPrice"": 3298, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDTGVrdiVDMyVBMXIsJTIwbSVDMyVBOXolMjAlQzMlQTlzJTIwbW9neW9yJUMzJUIza3IlQzMlQTltJTdDTSVDMyVBOXolN0NNJUMzJUE5eg==,Méz,AvailableForSale,Alapvető élelmiszerek,Aranynektár virágméz 500 g,2004002873172,2004002873172
2in1/3in1 kávé,0.165,2004008273167,Nestlé,,https://digitalcontent.api.tesco.com/v2/media/ghs/1487fc45-1307-4d47-93dd-e825867fa14d/fbb0f058-afc4-412e-9a4f-d17bc1cb4db9_844838247.jpeg?h=225&w=225,Kávé,"[""Instant kávékeverék (62,9% instant pótkávéval), cukorral és kávékrémesítővel (27,7%)""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Tartalmaz"", ""values"": [""Tej""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Cukor"", ""Glükózszirup"", ""Teljes mértékben hidrogénezett pálmamagolaj"", ""Instant kávé 3"", ""4%"", ""Cikória rost 3"", ""4%"", ""Instant cikória 3"", ""1%"", ""Keményítő"", ""Stabilizátorok (E340"", ""E331"", ""E452"", ""E451)"", ""Étkezési só"", ""<strong>Tejfehérje</strong>"", ""Magnézium-szulfát"", ""Emulgeálószerek (E471"", ""E472e)"", ""Aromák""]",,10 x 15g ℮,,[],,"[{""value"": ""0.15"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,07613037488432,"[{""id"": ""Green Dot"", ""caption"": ""Green Dot"", ""__typename"": ""IconsInfoType""}]",2004008273167,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/1487fc45-1307-4d47-93dd-e825867fa14d/fbb0f058-afc4-412e-9a4f-d17bc1cb4db9_844838247.jpeg,,PriceType,929,kg,6193.33,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004008273167"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 929, ""unitPrice"": 6193.33, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDSyVDMyVBMXYlQzMlQTklN0MyaW4xLzNpbjElMjBrJUMzJUExdiVDMyVBOSU3Q1JpY29yJUMzJUE5,Ricoré,AvailableForSale,Italok,Nestlé Ricoré 3in1 instant kávékeverék cukorral és kávékrémesítővel 10 x 15 g (150 g),2004008273167,2004008273167
Füstölt áru,0.5,2004010160967,Kaiser,,https://digitalcontent.api.tesco.com/v2/media/ghs/b3801f45-d167-42c2-a83c-8483c47b5eaf/8c55507a-876b-4069-b74b-28866ea01a3f_1064482963.jpeg?h=225&w=225,Csemege húskészítmények,"[""Füstölt főtt tarja. Felezett, hozzáadott vízzel, vákuum csomagolásban""]",ProductDetailsType,,,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Allergénmentes termék""]",,"[""Sertés tarja (62%)"", ""Ivóvíz"", ""Módosított kukoricakeményítő"", ""Pác só (étkezési só"", ""tartósítószer (E250))"", ""Sertésfehérje"", ""Stabilizátorok (E451"", ""E450)"", ""Savanyúságot szabályozó anyag (E331)"", ""Dextróz"", ""Növényi rostok"", ""Zselésítő anyagok (E407"", ""E417)"", ""Antioxidáns (E316)"", ""Zselésítőanyag (E508)"", ""Aroma"", ""Fűszerkivonatok"", ""Sötét bevonat: sertésfehérje"", ""színezék (E150c)""]",,,,[],,,,Quantity,02896300000000,[],2004010160967,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/b3801f45-d167-42c2-a83c-8483c47b5eaf/8c55507a-876b-4069-b74b-28866ea01a3f_1064482963.jpeg,,PriceType,4299,kg,4299,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004010160967"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 4299, ""unitPrice"": 4299, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SCVDMyVCQXMsJTIwZmVsdiVDMyVBMWdvdHQlN0NDc2VtZWdlJTIwaCVDMyVCQXNrJUMzJUE5c3olQzMlQUR0bSVDMyVBOW55ZWslN0NGJUMzJUJDc3QlQzMlQjZsdCUyMCVDMyVBMXJ1JTdDQ3NvbWFnb2x0JTIwZiVDMyVCQ3N0JUMzJUI2bHQlMjAlQzMlQTFydQ==,Csomagolt füstölt áru,AvailableForSale,"Hús, felvágott",Kaiser felezett füstölt főtt tarja,2004010160967,2004010160967
Ízesített joghurtok,0.185,2004020339856,Nádudvari,,https://digitalcontent.api.tesco.com/v2/media/ghs/353a0d0f-5a18-4b52-8d7e-584b5e9c1792/3c5ddede-291e-4c83-96a7-58723ae0fc3f_1451437758.jpeg?h=225&w=225,Joghurtok,"[""Élőflórás, réteges joghurt erdei gyümölcsökkel""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Tartalmaz"", ""values"": [""Tej""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Pasztőrözött <strong>tej</strong> (3"", ""7% zsírtartalmú)"", ""Erdei gyümölcsös készítmény (17%) {cukor"", ""gyümölcsök (28%) (fekete ribizli"", ""piros ribizli"", ""eper"", ""bodza)"", ""víz"", ""módosított keményítő"", ""színező gyümölcs-/zöldség koncentrátum (répa"", ""arónia"", ""szőlő koncentrátumok)"", ""sűrítőanyag (pektinek)"", ""természetes aroma"", ""savanyúságot szabályozó anyag (nátrium-citrátok)"", ""szilárdító anyag (kálcium-citrátok)}"", ""Cukor"", ""<strong>Tejsavófehérje</strong>-koncentrátum"", ""Zselatin"", ""Joghurt kultúra""]",,180g,,[],,"[{""value"": ""0.18"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05998202943469,"[{""id"": ""Hazai Termék"", ""caption"": ""Hazai Termék"", ""__typename"": ""IconsInfoType""}]",2004020339856,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/353a0d0f-5a18-4b52-8d7e-584b5e9c1792/3c5ddede-291e-4c83-96a7-58723ae0fc3f_1451437758.jpeg,,PriceType,265,kg,1472.22,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004020339856"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 265, ""unitPrice"": 1472.22, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;VGVqdGVybSVDMyVBOWtlaywlMjB0b2olQzMlQTFzJTdDSm9naHVydG9rJTdDJUMzJThEemVzJUMzJUFEdGV0dCUyMGpvZ2h1cnRvayU3Q0tpcyUyMHBvaGFyYXMlMjBqb2dodXJ0,Kis poharas joghurt,AvailableForSale,"Tejtermékek, tojás",Nádudvari réteges élőflórás krémjoghurt erdei gyümölcsökkel 180 g,2004020339856,2004020339856
Szénsavas üdítőitalok,1.545,2004121227026,TESCO STANDARD,,https://digitalcontent.api.tesco.com/v2/media/ghs/74ff5f61-7042-47ad-b92f-aa483260450b/4bf4885e-e149-4ea8-b3fb-d16a0d041cb4.jpeg?h=225&w=225,Üdítőitalok,"[""Málnaízű szénsavas üdítőital édesítőszerekkel.""]",ProductDetailsType,"[""Tartalmaz Mesterséges édesítőszerek""]",,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Egy különleges kombináció a frissítő ízért""]",,"[""Ivóvíz"", ""Szén-dioxid (min. 4 g/l)"", ""Étkezési sav (citromsav)"", ""Természetes málnaaroma"", ""Édesítőszerek (nátrium-ciklamát"", ""aceszulfám K"", ""szukralóz)""]",,1.5l,"[""Energiamentes""]",[],,"[{""value"": ""1.5"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]",,Quantity,05051007167338,"[{""id"": ""Nem újrahasználható kötelezően visszaváltási díjas termék"", ""caption"": ""Nem újrahasználható kötelezően visszaváltási díjas termék"", ""__typename"": ""IconsInfoType""}]",2004121227026,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/74ff5f61-7042-47ad-b92f-aa483260450b/4bf4885e-e149-4ea8-b3fb-d16a0d041cb4.jpeg,,PriceType,199,l,132.67,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004121227026"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 199, ""unitPrice"": 132.67, ""unitOfMeasure"": ""l""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDJUMzJTlDZCVDMyVBRHQlQzUlOTFpdGFsb2slN0NTeiVDMyVBOW5zYXZhcyUyMCVDMyVCQ2QlQzMlQUR0JUM1JTkxaXRhbG9rJTdDTmFneSUyMGtpc3plcmVsJUMzJUE5cw==,Nagy kiszerelés,AvailableForSale,Italok,"Tesco energiamentes málnaízű szénsavas üdítőital 1,5 l",2004121227026,2004121227026
Ömlesztett sajtok,0.155,2004002944650,Medve,,https://digitalcontent.api.tesco.com/v2/media/ghs/04db9615-025b-4f7c-ac7e-7bb0aa2bd50b/bac88023-9a6b-4d6d-8423-ca75f0fc4898.jpeg?h=225&w=225,Sajtok és túró,[],ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""Allergén információ: a termék tejet (tejfehérjét, laktózt) tartalmaz.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Ivóvíz"", ""<strong>Tejszín</strong> (20%)"", ""<strong>Sajt</strong>"", ""<strong>Tejsavópor</strong>"", ""<strong>Sovány tejpor</strong>"", ""<strong>Tejfehérje</strong>"", ""Emulgeáló sók (nátrium-foszfátok"", ""polifoszfátok)"", ""<strong>Vaj</strong>"", ""Savanyúságot szabályozó anyag (citromsav)"", ""Stabilizátor (karragén)"", ""Étkezési só"", ""Zsírtartalom a szárazanyagban: min 40% (m/m)""]",,8 x 17.5g,,[],,"[{""value"": ""0.14"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05997684535506,[],2004002944650,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/04db9615-025b-4f7c-ac7e-7bb0aa2bd50b/bac88023-9a6b-4d6d-8423-ca75f0fc4898.jpeg,,PriceType,489,kg,3492.86,SingleProduct,"[{""id"": ""VI00000266"", ""promotionType"": ""MKD"", ""startDate"": ""1899-12-31T23:00:00Z"", ""endDate"": ""2025-07-30T21:59:59Z"", ""description"": ""-31% 489 Ft (korábbi ár: 719 Ft)"", ""unitSellingInfo"": null, ""price"": null, ""attributes"": [], ""qualities"": null, ""info"": null, ""__typename"": ""PromotionType""}]",[],,ProductSellers,"[{""id"": ""2004002944650"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 489, ""unitPrice"": 3492.86, ""unitOfMeasure"": ""kg""}, ""promotions"": [{""id"": ""VI00000266"", ""promotionType"": ""MKD"", ""startDate"": ""1899-12-31T23:00:00Z"", ""endDate"": ""2025-07-30T21:59:59Z"", ""description"": ""-31% 489 Ft (korábbi ár: 719 Ft)"", ""unitSellingInfo"": null, ""price"": null, ""attributes"": [], ""qualities"": null, ""info"": null, ""metaData"": null}], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;VGVqdGVybSVDMyVBOWtlaywlMjB0b2olQzMlQTFzJTdDU2FqdG9rJTIwJUMzJUE5cyUyMHQlQzMlQkFyJUMzJUIzJTdDJUMzJTk2bWxlc3p0ZXR0JTIwc2FqdG9rJTdDJUMzJTk2bWxlc3p0ZXR0JTIwc2FqdG9r,Ömlesztett sajtok,AvailableForSale,"Tejtermékek, tojás","Medve tejszínes kenhető, félzsíros ömlesztett sajt 8 x 17,5 g (140 g)",2004002944650,2004002944650
"Szószok, mártások",0.46,2004120331802,Univer,,https://digitalcontent.api.tesco.com/v2/media/ghs/c00ca44b-a813-47df-b437-e0a1dd6a7758/e86a4b02-2fc6-4130-97df-a26fbdf9096e_508685136.jpeg?h=225&w=225,"Szószok, mártások, poralapok","[""Hamburger szósz ""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Tartalmaz"", ""values"": [""Tojás"", ""Mustár""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Eredeti Univer Íz""]",,"[""Finomított napraforgó-étolaj (43%)"", ""Víz"", ""Uborkakocka (uborka"", ""glükóz-fruktóz szörp"", ""cukor"", ""víz"", ""étkezési sav: ecetsav"", ""só"", ""sűrítőanyag: xantángumi"", ""tartósítószer: kálium-szorbát"", ""aroma)"", ""Cukor"", ""<strong>Mustár</strong> (víz"", ""ételecet"", ""<strong>mustármag</strong>"", ""cukor"", ""só)"", ""Ételecet"", ""Módosított keményítők"", ""Só"", ""Vöröshagyma szárítmány"", ""Étkezési sav (tejsav)"", ""Sűrítőanyag (xantángumi)"", ""Tartósítószerek (kálium-szorbát"", ""nátrium-benzoát)"", ""Teljes <strong>tojáspor</strong> (0"", ""19%)"", ""Vöröshagyma olaj"", ""Színezék (karotinok)"", ""Paprika fűszerkivonat"", ""Antioxidáns (kalcium-dinátrium-EDTA)""]",,420g,,[],,"[{""value"": ""0.42"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05997010308866,"[{""id"": ""Élelmiszerekkel érintkező"", ""caption"": ""Élelmiszerekkel érintkező"", ""__typename"": ""IconsInfoType""}, {""id"": ""Green Dot"", ""caption"": ""Green Dot"", ""__typename"": ""IconsInfoType""}]",2004120331802,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/c00ca44b-a813-47df-b437-e0a1dd6a7758/e86a4b02-2fc6-4130-97df-a26fbdf9096e_508685136.jpeg,,PriceType,1249,kg,2973.81,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004120331802"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 1249, ""unitPrice"": 2973.81, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDU3olQzMlQjNzem9rLCUyMG0lQzMlQTFydCVDMyVBMXNvaywlMjBwb3JhbGFwb2slN0NTeiVDMyVCM3N6b2ssJTIwbSVDMyVBMXJ0JUMzJUExc29rJTdDRWd5JUMzJUE5YiUyMHN6JUMzJUIzc3pvaw==,Egyéb szószok,AvailableForSale,Alapvető élelmiszerek,Univer hamburger szósz 420 g,2004120331802,2004120331802
Szemes Kávé,1.022,2005105006336,Eduscho,,https://digitalcontent.api.tesco.com/v2/media/ghs/60e928fa-4d02-4c41-b6f9-97f15385b923/f390736d-a0ed-4e97-87e6-fefaa2fd5d02_1422796355.jpeg?h=225&w=225,Kávé,[],ProductDetailsType,,,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,[],,1000g ℮,,[],"[""Védőgázas csomagolásban.""]","[{""value"": ""1"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,04061445292340,"[{""id"": ""Green Dot"", ""caption"": ""Green Dot"", ""__typename"": ""IconsInfoType""}]",2005105006336,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/60e928fa-4d02-4c41-b6f9-97f15385b923/f390736d-a0ed-4e97-87e6-fefaa2fd5d02_1422796355.jpeg,,PriceType,8490,kg,8490,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2005105006336"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 8490, ""unitPrice"": 8490, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDSyVDMyVBMXYlQzMlQTklN0NTemVtZXMlMjBLJUMzJUExdiVDMyVBOSU3QzkwMC0xMDAwZw==,900-1000g,AvailableForSale,Italok,"Eduscho Crema Strong szemes, pörkölt kávé 1000 g",2005105006336,2005105006336
