barcode,name,price_file1,price_file1_parsed,price_file2,price_file2_parsed,abs_diff,pct_vs_file1,pct_symmetric
5999561010519.0,Naturland homoktövis & méz & narancs gyümölcstea 20 filter 40 g,1249.0,1249.0,1249.0,1249.0,0.0,0.0,0.0
5999560674538.0,Twist tonhaltörzs natúr lében 3 x 80 g (240 g),1899.0,1899.0,1899.0,1899.0,0.0,0.0,0.0
5999560674514.0,Twist tonhaltörzs napraforgóolajban 3 x 80 g (240 g),1899.0,1899.0,1899.0,1899.0,0.0,0.0,0.0
5999560674491.0,Twist tonhaltörzs napraforgóolajban jalapeno paprikás ízesítéssel 3 x 80 g (240 g),1899.0,1899.0,1899.0,1899.0,0.0,0.0,0.0
5999560674477.0,Twist tonhaltörzs napraforgóolajban édes chilis ízesítéssel 3 x 80 g (240 g),1899.0,1899.0,1899.0,1899.0,0.0,0.0,0.0
5999560674453.0,Twist tonhaltörzs napraforgóolajban citromos-borsos ízesítéssel 3 x 80 g ( 240 g),1899.0,1899.0,1899.0,1899.0,0.0,0.0,0.0
5999560378016.0,Selfish norvég lazacfilé fokhagymás fűszervajjal 160 g,2619.0,2619.0,2619.0,2619.0,0.0,0.0,0.0
5999560376012.0,"Selfish norvég lazacfilé zöldfűszeres vajjal 0,18 kg",2619.0,2619.0,2619.0,2619.0,0.0,0.0,0.0
5999561631097.0,"Szabó Pince Felső-Magyarországi Turán édes vörösbor 10,5% 750 ml",1549.0,1549.0,1549.0,1549.0,0.0,0.0,0.0
5999561631103.0,Szabó Pince Mátrai Cabernet Sauvignon száraz vörösbor 12% 750 ml,1449.0,1449.0,1449.0,1449.0,0.0,0.0,0.0
